scenario_id	scen_name	fiscal_year	refnum	dept_sort	dept_name	web_folder	proj_order	dept_num	apal	proj_title	trans_type	front_sect	amend	category_num	category_name	proj_type_num	proj_type_name	proj_class	bill_group	mental_health	ap_refnum	iris_ar_type	grant_type	recipient	agency_priority	beg_date	end_date	create_by	create_time	change_by	change_time	loc_location	hd	hd_name	budget	manager	manager_phone	contact	contact_phone	fed_percent	summary	comments	intent	fed_match	1002 Fed Rcpts	1003 G/F Match	1004 Gen Fund	1005 GF/Prgm	1018 EVOSS	1024 Fish/Game	1026 Hwy Capitl	1027 Int Airprt	1037 GF/MH	1063 NPR Fund	1075 Clean Wtr	1076 Marine Hwy	1092 MHTAAR	1100 ADWF	1108 Stat Desig	1112 IntAptCons	1114 EVOS Rest	1139 AHFC Div	1153 State Land	1169 PCE Endow	1195 SnoMachReg	1197 AK Cap Inc	1210 Renew Ener	1243 SBR	1255 Reapprops	1265 COVID Fed	1269 CSLFRF	Non Funded Appropriations
4895	FY2023 Final Enacted HB281	2023	61029	16	Department of Transportation/Public Facilities		189	25	AL	Shoreside Facilities Condition Survey		N	Y	9	Transportation	6	Construction	G	NA	N	32610	TT1J	NA  	NA	0	7/1/2022	6/30/2027	JTLAGUNDINO	6/27/2022 10:34:05.84	JTLAGUNDINO	6/27/2022 10:34:05.84	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	Conduct and document shoreside facilities condition surveys. Prepare annual survey updates.	STIP Need ID: 5985		X	240000																											
4895	FY2023 Final Enacted HB281	2023	61721	5	Department of Environmental Conservation		4	18	AP	Fairbanks PM2.5 Nonattainment Area Voluntary Heating Device Change Out Program		N	N	4	Health/Human Services	34	Life / Health / Safety	G	NA	N	0	VE23	NA  		6	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:32.443	SRWILLHOITE	6/24/2022 21:59:32.443	Fairbanks (Areawide)	60	Fairbanks Areawide (HD 1-5)	CAP 	Cindy Heil	9072697579	Alice Edwards	9074635105	0	Continue a voluntary heating device change-out program for residents in the Fairbanks North Star Borough’s fine particulate matter (PM2.5) serious nonattainment area. The program is aimed at minimizing particulate matter emissions and improving air quality in the borough. The borough has the highest recorded levels of PM2.5 in the nation. Federal grant funds have been applied for from Environmental Protection Agency (EPA) through the Targeted Airshed Program.			X	5684800																											
4895	FY2023 Final Enacted HB281	2023	61842	2	Department of Commerce, Community, and Economic Development		32	8	AP	Alaska Energy Authority - Volkswagen Settlement		Y	N	9	Transportation	34	Life / Health / Safety	O	NA	N	0		NA  		12	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:12.557	SRWILLHOITE	6/24/2022 21:59:12.557	Statewide	99	Statewide (HD 1-40)	CAP 			Curtis W. Thayer	9077713000	0	The Alaska Energy Authority (AEA) is seeking statutory designated program receipt authority for the administration and disbursement of $400,000 in interest earnings from the Volkswagen (VW) Settlement environmental mitigation trust.	The amount of interest earned on funds from the 2016 Volkswagen Settlement environmental mitigation trust, estimated to be $400,000, is appropriated to the Department of Commerce, Community, and Economic Development, Alaska Energy Authority, for activities related to the Volkswagen Settlement.		X															400000													
4895	FY2023 Final Enacted HB281	2023	61849	13	Department of Natural Resources		2	10	AP	Critical Minerals Mapping - Earth MRI (3DEEP)		N	N	5	Natural Resources	33	Research / Studies / Planning	G	NA	N	0	N199	NA  		22	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:31.12	SRWILLHOITE	6/24/2022 21:59:31.12	Statewide	99	Statewide (HD 1-40)	CAP 	Steve Masterman	9074515007	Theresa Cross	9072696398	33	From 1993-2015, the State’s AGGMI program annually produced geophysical surveys, geologic maps, and datasets to attract industry exploration investment and facilitate resource development. This program will produce geological and geophysical maps of high-potential mineral areas in Alaska, focused on critical minerals. The published new data and digitally upgraded historical data will spur private sector investment in Alaska, generate jobs, and help the nation’s critical mineral supply.	"FY2021 10-2021-5318 $1.5M Federal Receipts (1002) / $300K Statutory Designated Program Receipts (1008)

4/27/2022 SFCS2 fund swapped $2,750.0 UGF for GFPR http://www.legfin.state.ak.us/BudgetReports/LY2022/Capital/SenateFinanceCS2/CapitalProjectDetailByAgency.pdf"		X	7500000	2750000	0												250000													
4895	FY2023 Final Enacted HB281	2023	61854	13	Department of Natural Resources		14	10	AP	State Park Electronic Fee Stations		N	N	5	Natural Resources	39	Parks / Recreation	O	NA	N	0	N195	NA  		11	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:35.273	SRWILLHOITE	6/24/2022 21:59:35.273	Statewide	99	Statewide (HD 1-40)	CAP 	Ricky Gease	9074658701	Jashryn Mendoza	9074652495	0	This project seeks to fund the purchase, engineering costs, and installation of 20 electronic fee stations in State Parks with the goal of increasing fee revenue, decreasing loss from vandalism, and increasing administrative efficiency.			X			650000																									
4895	FY2023 Final Enacted HB281	2023	61869	12	Department of Military and Veterans' Affairs		8	9	AP	State Homeland Security Grant Programs		N	N	7	Public Protection	34	Life / Health / Safety	G	NA	N	0		NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:35.24	SRWILLHOITE	6/24/2022 21:59:35.24	Statewide	99	Statewide (HD 1-40)	CAP 			Craig Christenson	9074286003	0	Federal receipt authority for the State Homeland Security Program (SHSP), Pre-Disaster Mitigation (PDM) Grants from the U.S. Department of Homeland Security (DHS), and Emergency Management Performance Grant (EMPG).	SCS2 combined IIJA funding http://www.legfin.state.ak.us/BudgetReports/LY2022/Capital/SenateFinanceCS2/CapitalProjectDetailByAgency.pdf		X	11164000	240400																										
4895	FY2023 Final Enacted HB281	2023	62649	13	Department of Natural Resources		3	10	AP	Arctic Strategic Transportation and Resource Project		N	N	8	Development	33	Research / Studies / Planning	G	NA	N	0	N183	NA  		6	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:29.917	SRWILLHOITE	6/24/2022 21:59:29.917	Utqiagvik	40	Arctic (HD 40)	CAP 	Steve Masterman	9074515007	Jashryn Mendoza	9074652495		The Arctic Slope Transportation and Resources (ASTAR) project is a collaborative effort initiated by the Department of Natural Resources (DNR) to form a cooperative group of stakeholders in the region who will guide the development of future infrastructure projects. Its goal is to benefit the communities of the North Slope by identifying material sites and water sources critical to resource development, mitigating geologic hazards impacting critical facilities, attracting new petroleum investors, and providing access to areas that may require remediation from previous exploration activities. This request is for Phase 3 of 4 phases planned to develop resources that empower Alaska’s Arctic communities.			X			2500000																									
4895	FY2023 Final Enacted HB281	2023	62700	8	Office of the Governor		1	1	AP	Statewide Deferred Maintenance, Renovation, and Repair		N	N	10	General Government	4	Deferred Maintenance	G	NA	N	0	G337	NA  		1	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:35.35	JRSTERN1	6/28/2022 07:45:28.138	Statewide	99	Statewide (HD 1-40)	CAP 			OMB - Neil Steininger	9074654660	0	Statewide deferred maintenance			X			3620000																			23880000						
4895	FY2023 Final Enacted HB281	2023	62874	13	Department of Natural Resources		9	10	AP	Land Sales - New Subdivision Development		N	N	8	Development	2	Renewal and Replacement	G	NA	N	0	N186	NA  		8	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:33.383	SRWILLHOITE	6/24/2022 21:59:33.383	Statewide	99	Statewide (HD 1-40)	CAP 	Marty Parsons	9072698525	Jashryn Mendoza	9074652495	40	This program authorizes DNR to propose, design and develop new subdivisions. New subdivisions require surveys, appraisals, wetlands delineations, topographical surveys, archaeological surveys, field inspections, access location, conceptual road design, and rights-of-way brushing. The land sales program contributes to the development of State land, gives Alaskans throughout the state an opportunity to purchase land, puts money into the private sector through service contracts, and creates an income base for the State. The Land Disposal Income Fund is funded through the land sales program.			X																			500000									
4895	FY2023 Final Enacted HB281	2023	63132	2	Department of Commerce, Community, and Economic Development		28	8	AP	Replace Alcohol Licensing Database		N	N	8	Development	36	Information Technology / Systems / Communication	O	NA	N	0	DW13	NA  		4	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:34.843	SRWILLHOITE	6/24/2022 21:59:34.843	Statewide	99	Statewide (HD 1-40)	CAP 	Glen Klinkhart	9072690350	Micaela Fowler	9074652506	0	The alcohol licensing database is outdated and does not provide an efficient license management system. The current system does not provide adequate document storage or historical records, distinguish the different license statuses, electronic submission of applications, maintain a record of notes or payments, board actions, or enforcement actions. Additionally, the current system is limited in the search functions and reporting tools. 	SFCS1 moved to FY23 http://www.legfin.state.ak.us/BudgetReports/LY2022/Capital/SenateFinanceCS1/CapitalProjectDetailByAgency.pdf		X			375000	375000																								
4895	FY2023 Final Enacted HB281	2023	63336	9	Department of Health		9	16	AP	Reappropriate Capital Projects from Department of Health and Social Services to Department of Health		Y	N	10	General Government	4	Deferred Maintenance	N	NA	N	0		NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:34.783	WCBELKNAP	6/28/2022 12:58:10.975	Statewide	99	Statewide (HD 1-40)	CAP 			Sylvan Robb	9074651630	0	The available balances, including encumbered amounts, of the following appropriations are reappropriated from the Department of Health and Social Services to the Department of Health in FY2023.			X																												0
4895	FY2023 Final Enacted HB281	2023	63337	6	Department of Family and Community Services		2	26	AP	Reappropriate Capital Projects from Department Health and Social Services to Department of Family and Community Services		Y	N	10	General Government	4	Deferred Maintenance	N	NA	N	0		NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:34.747	SRWILLHOITE	6/24/2022 21:59:34.747	Statewide	99	Statewide (HD 1-40)	CAP 			Sylvan Robb	9074651630	0	The available balances, including encumbered amounts, of the following appropriations are reappropriated from the Department of Health and Social Services to the Department of Family and Community Services in FY2023.			X																												0
4895	FY2023 Final Enacted HB281	2023	63338	9	Department of Health		8	16	AP	Reappropriate Capital Projects from Office of the Governor to Department of Health		Y	N	10	General Government	4	Deferred Maintenance	N	NA	N	0		NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:34.813	WCBELKNAP	6/28/2022 12:58:20.343	Statewide	99	Statewide (HD 1-40)	CAP 			Sylvan Robb	9074651630	0	The available balances, including encumbered amounts, of the following appropriations are reappropriated from the Office of the Governor to the Department of Health in FY2023.			X																												0
4895	FY2023 Final Enacted HB281	2023	63437	13	Department of Natural Resources		1	10	AP	RS2477 Access Development - Advancing State's Rights in Navigability and Revised Statute 2477		N	N	8	Development	33	Research / Studies / Planning	G	NA	N	0	N187	NA  		4	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:34.923	SRWILLHOITE	6/24/2022 21:59:34.923	Utqiagvik	40	Arctic (HD 40)	CAP 	Faith Martineau	9072690949	Jashryn Mendoza	9074652422		The RS2477 Access Development capital project would allow the Department of Natural Resources to pursue additional research, in-depth field work, and, as necessary, litigation to secure upland access to natural resources and for the public. This effort critically assists in fulfilling the State constitutional mandate to make resources “available for maximum use consistent with the public interest.” RS 2477 investigation and confirmation is managed by the Public Access Assertion and Defense (PAAD) Unit within the DNR Division of Mining, Land and Water. RS 2477s are a distinct category of responsibility from the navigability work that the Unit pursues.	An operating amount of $695K UGF was also put forward in an April 1 amendment and is necessary for the daily/routine work that needs to take place for both Navigability and RS 2477s.		X			2500000																									
4895	FY2023 Final Enacted HB281	2023	63527	16	Department of Transportation/Public Facilities		83	25	AL	TSAIA - Airfield Pavement Reconstruction & Maintenance		N	Y	9	Transportation	6	Construction	G	NA	N	7470	TS5P	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:45.067	SRWILLHOITE	6/24/2022 21:59:45.067	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	Reconstruct airfield pavement, including runways, taxiways, taxilanes, and aircraft parking aprons as it reaches the end of its useful life and perform maintenance work such as crack filling and sealing and spot repairs. The rehabilitation consists of excavating the existing structural section and replacing with a structural section that is designed for the current aircraft mix that use the pavement, including possible widening, as well as disposal of any contaminated soils, repaving, lighting, striping, signage, and storm drainage.			X	29084751																											
4895	FY2023 Final Enacted HB281	2023	63528	16	Department of Transportation/Public Facilities		82	25	AL	TSAIA - Advanced Project Design and Planning		N	Y	9	Transportation	6	Construction	G	NA	N	7470	TS5N	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:45.027	SRWILLHOITE	6/24/2022 21:59:45.027	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	Complete planning analysis, financing plans, preliminary engineering, environmental, surveying, geotechnical investigation, cost estimating, feasibility analysis, and design of future capital improvement projects to prepare for future airport and tenant development. This is needed to do advance work on projects to better define their scope and cost prior to initiation of the final design and construction. This project contributes to the Department's Mission by reducing injuries, fatalities, and property damage and by improving the mobility of people and goods.			X																743721												
4895	FY2023 Final Enacted HB281	2023	63529	16	Department of Transportation/Public Facilities		84	25	AL	TSAIA - Annual Improvements		N	Y	9	Transportation	6	Construction	G	NA	N	7470	TS5Q	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:45.11	SRWILLHOITE	6/24/2022 21:59:45.11	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	This funding is to meet Airport needs for unanticipated airfield and landside projects and needs that arise during the year. The funding is used to make improvements and correct minor deficiencies and solve problems created by unforeseen circumstances at the airport. Examples include projects to address deterioration, failures or damage to existing facilities, obsolete facilities, and changed operational federal requirements. This project contributes to the Department's Mission by improving the mobility of people and goods through service and infrastructure.			X								939437																				
4895	FY2023 Final Enacted HB281	2023	63530	16	Department of Transportation/Public Facilities		85	25	AL	TSAIA - Environmental Projects		N	Y	9	Transportation	6	Construction	G	NA	N	7470	TS5R	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:45.15	SRWILLHOITE	6/24/2022 21:59:45.15	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	This project consists of capital projects associated with ensuring the Anchorage International Airport (ANC) maintains compliance with all local, state, and federal laws. ANC is required to maintain compliance with all applicable environmental laws like any other industrial facilities. Failure to maintain or come into compliance in a timely manner can result in fines and interruptions in normal airport operations. This project contributes to the department's mission by improving the mobility of people and goods through service and infrastructure.			X								130477																				
4895	FY2023 Final Enacted HB281	2023	63531	16	Department of Transportation/Public Facilities		86	25	AL	TSAIA - Equipment		N	Y	9	Transportation	6	Construction	G	NA	N	7470	TS5S	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:45.193	SRWILLHOITE	6/24/2022 21:59:45.193	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	Purchase equipment (heavy equipment, light trucks, police vehicles, etc.) to replace equipment that has reached the end of its useful life and additional equipment and vehicles as necessary to meet the operational and support needs of the airport. This project contributes to the department's mission by reducing injuries, fatalities, and property damage and by improving the mobility of people and goods.			X	4251286																											
4895	FY2023 Final Enacted HB281	2023	63532	16	Department of Transportation/Public Facilities		87	25	AL	TSAIA - Facility Improvements, Renovations, & Upgrades		N	Y	9	Transportation	6	Construction	G	NA	N	7470	TS5T	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:45.23	SRWILLHOITE	6/24/2022 21:59:45.23	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	To provide facility improvements, renovations, and upgrades associated with normal deterioration, equipment failures, mechanical upgrades, and building modifications. This includes the North/South Terminals, new and old field maintenance buildings, quick turn facility, airport rescue and fire fighting, lighting vaults, and airport parking garage/support buildings. Miscellaneous small projects are identified and need to be implemented in a timely manner to address aesthetics, safety issues, functionality, security concerns, building efficiency, etc. This project contributes to the department's mission by improving the mobility of people and goods through service and infrastructure.			X								1435251																				
4895	FY2023 Final Enacted HB281	2023	63533	16	Department of Transportation/Public Facilities		88	25	AL	TSAIA - Information Technology Improvements		N	Y	9	Transportation	6	Construction	G	NA	N	7470	TS5U	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:45.273	SRWILLHOITE	6/24/2022 21:59:45.273	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	Funding for miscellaneous information technology projects at Ted Stevens Anchorage International Airport (ANC) is needed for regular upgrades to equipment and software as they become outdated, obsolete, or require excessive maintenance, and for expansion of existing systems to meet increased needs. This project contributes to the department's mission by improving the mobility of people and goods through service and infrastructure.			X								1252582																				
4895	FY2023 Final Enacted HB281	2023	63549	16	Department of Transportation/Public Facilities		47	25	AL	FIA - Advanced Project Design and Planning		N	Y	9	Transportation	6	Construction	G	NA	N	7470	TS3V	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:39.76	SRWILLHOITE	6/24/2022 21:59:39.76	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	Complete planning analysis, financing plans, preliminary engineering, environmental, surveying, geotechnical investigation, cost estimating, feasibility analysis, and design of future capital improvement projects to prepare for future airport and tenant development. This is needed to do advance work on projects to better define their scope and cost prior to initiation of the final design and construction.			X								32619																				
4895	FY2023 Final Enacted HB281	2023	63550	16	Department of Transportation/Public Facilities		48	25	AL	FIA - Annual Improvements		N	Y	9	Transportation	6	Construction	G	NA	N	7470	TS3X	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:39.867	SRWILLHOITE	6/24/2022 21:59:39.867	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	Miscellaneous non-building-related improvements, replacements, and repairs, such as paving, signing, site work, landscaping, fencing, drainage, and other utilities. Typical projects result from weather damage, new security requirements, Federal Aviation Improvements (FAA) requirements, changed operating requirements by the airlines, minor changes to airport operating procedures, and general airport deficiencies not previously identified.			X								358813																				
4895	FY2023 Final Enacted HB281	2023	63551	16	Department of Transportation/Public Facilities		49	25	AL	FIA - Environmental		N	Y	9	Transportation	6	Construction	G	NA	N	7470	TS3Y	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:39.91	SRWILLHOITE	6/24/2022 21:59:39.91	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	This funding will be used to complete numerous projects involving airport air, water, and soils compliance in accordance with federal, state, and local environmental regulations. Projects include the following: water quality, monitoring, storm water solutions, air quality permitting, fuel spill response activities, above and underground fuel tank upgrades, solid and hazardous waste management, environmental feasibility studies, remedial corrective actions, site closures, and regulatory response actions to compliance investigations.			X								225102																				
4895	FY2023 Final Enacted HB281	2023	63552	16	Department of Transportation/Public Facilities		50	25	AL	FIA - Equipment		N	Y	9	Transportation	6	Construction	G	NA	N	7470	TS3Z	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:39.953	SRWILLHOITE	6/24/2022 21:59:39.953	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	This project will replace airport operations, safety and maintenance equipment that has reached the end of its useful life. This equipment is critical to operating the airport in a safe and efficient manner. No fees are set aside automatically through rental rates; therefore, the method of replacement is through budgeting to replace worn out and obsolete equipment.			X	1382813																											
4895	FY2023 Final Enacted HB281	2023	63553	16	Department of Transportation/Public Facilities		51	25	AL	FIA - Facility Improvements, Renovations, & Upgrades		N	Y	9	Transportation	6	Construction	G	NA	N	7470	TS4A	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:39.993	SRWILLHOITE	6/24/2022 21:59:39.993	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	Provide miscellaneous facility improvements, renovations, and upgrades associated with normal deterioration, equipment failures, mechanical upgrades, changing operational needs, changing security requirements, enhanced aesthetics, and other modifications at any of the airport owned building-type facilities. Examples of the types of projects that may be undertaken include replacement of automatic and overhead doors, lighting fixtures, escalators and elevators, HVAC/mechanical, telecommunications, security, roofing, and access systems.			X								130477																				
4895	FY2023 Final Enacted HB281	2023	63554	16	Department of Transportation/Public Facilities		52	25	AL	FIA - Information Technology Improvements		N	Y	9	Transportation	6	Construction	G	NA	N	7470	TS4B	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:40.033	SRWILLHOITE	6/24/2022 21:59:40.033	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	Install new/updated technologies and replace aging or no longer supported hardware on a planned basis to decrease the likelihood that airport operations are hindered by delays in data, information transmission and access. Projects such as, but are not limited to: replace/upgrade operational workstations, servers, switch, and miscellaneous information technology (IT) infrastructure necessary for airport operability and/or the life cycle is expired.			X								112551																				
4895	FY2023 Final Enacted HB281	2023	63588	16	Department of Transportation/Public Facilities		111	25	AL	Airport Way / South Cushman Intersection Reconstruction		N	Y	9	Transportation	6	Construction	N	NA	N	32610	TS7B	NA  	NA	0	7/1/2022	6/30/2027	JTLAGUNDINO	6/27/2022 10:34:02.437	JTLAGUNDINO	6/27/2022 10:34:02.437	Fairbanks (Areawide)	60	Fairbanks Areawide (HD 1-5)	CAP 			Dom Pannone	9074652956	0	Reconstruct the intersection at Airport Way and Cushman Street.	STIP Need ID: 3843		X	10712254																											
4895	FY2023 Final Enacted HB281	2023	63591	16	Department of Transportation/Public Facilities		106	25	AL	Alaska Highway Passing Lanes (Tetlin-Delta Jct)		N	N	9	Transportation	2	Renewal and Replacement	N	NA	N	32610	TS7E	NA  		2	7/1/2022	6/30/2027	JTLAGUNDINO	6/27/2022 10:34:02.253	JTLAGUNDINO	6/27/2022 10:34:02.253	Matanuska Susitna Borough 	70	Matsu Areawide (HD 7-12)	CAP 			Dom Pannone	9074652956	0	Construct passing lanes at various locations on the Alaska Highway to improve safety.	STIP Need ID: 22315		X	11000000																											
4895	FY2023 Final Enacted HB281	2023	63592	16	Department of Transportation/Public Facilities		141	25	AL	Dalton Hwy Mile Point 109-145 (Milepost 109-144) Reconstruction (Old Man Camp to Jim River Bridge#3)		N	Y	9	Transportation	2	Renewal and Replacement	N	NA	N	32610	TS8C	NA  	NA	0	7/1/2022	6/30/2027	JTLAGUNDINO	6/27/2022 10:34:03.637	JTLAGUNDINO	6/27/2022 10:34:03.637	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	Reconstruction, including widening, spot repairs and resurfacing of approximately 35 miles of the Dalton Highway. Also includes replacing Douglas Creek Bridge #1560. This is the overall design for the entire termini. Construction will happen in 3 stages.	STIP Need ID: 22452		X	9097																											
4895	FY2023 Final Enacted HB281	2023	63603	16	Department of Transportation/Public Facilities		166	25	AL	Nome Center Creek Road Rehabilitation		N	Y	9	Transportation	6	Construction	N	NA	N	32610	TS9H	NA  	NA	0	7/1/2022	6/30/2027	JTLAGUNDINO	6/27/2022 10:34:04.633	JTLAGUNDINO	6/27/2022 10:34:04.633	Nome	39	Bering Straits/Yukon Delta (HD 39)	CAP 			Dom Pannone	9074652956	0	Rehabilitate Center Creek Road in Nome from Seppala Drive to Nome-Teller Hwy, including realignment of Center Creek Road and FAA/Doyle Road intersections. Rehabilitation includes resurfacing, drainage improvements, re-shape, pave, install signage and road markers.	STIP Need ID: 26156		X	11337591																											
4895	FY2023 Final Enacted HB281	2023	63610	16	Department of Transportation/Public Facilities		209	25	AL	Vine Road Improvements Knik-Goosebay Road to Hollywood Blvd		N	Y	9	Transportation	6	Construction	N	NA	N	32610	TT2F	NA  	NA	0	7/1/2022	6/30/2027	JTLAGUNDINO	6/27/2022 10:34:06.633	JTLAGUNDINO	6/27/2022 10:34:06.633	Matanuska Susitna Borough 	70	Matsu Areawide (HD 7-12)	CAP 			Dom Pannone	9074652956	0	Project will rehabilitate the existing two-lane rural road from the Hollywood Boulevard to Knik-Goose Bay Road. The road will be designed to accommodate ongoing traffic growth. Scope includes repairing roadbed, drainage improvements, repaving, pedestrian accommodations, and possible Highway Safety Improvement Program (HSIP) safety improvements.	STIP Need ID: 29911		X	7732450																											
4895	FY2023 Final Enacted HB281	2023	63613	16	Department of Transportation/Public Facilities		143	25	AL	Elliott Highway Milepost 51-63 Rehabilitation		N	Y	9	Transportation	6	Construction	N	NA	N	32610	TS8E	NA  	NA	0	7/1/2022	6/30/2027	JTLAGUNDINO	6/27/2022 10:34:03.737	JTLAGUNDINO	6/27/2022 10:34:03.737	Eielson AFB	6	Eielson/Denali/Upper Yukon/Border (HD 6)	CAP 			Dom Pannone	9074652956	0	Rehabilitate the Elliott Highway from Mile Post (MP) 51-MP 63, including the Tolovana Bridge #440. Some segments may require construction of a new alignment and major rehabilitation (MP 52-55). Work includes resurfacing, roadside hardware, drainage improvements, and utilities.	STIP Need ID: 30998		X	27291000																											
4895	FY2023 Final Enacted HB281	2023	63636	16	Department of Transportation/Public Facilities		200	25	AL	Sterling Highway Mile Point 8-25 (Milepost 45-60) Sunrise Inn to Skilak Lake Rd JNU Creek Bridge Con		N	Y	9	Transportation	2	Renewal and Replacement	N	NA	N	32610	TT1V	NA  	NA	0	7/1/2022	6/30/2027	JTLAGUNDINO	6/27/2022 10:34:06.283	JTLAGUNDINO	6/27/2022 10:34:06.283	Kenai Areawide	90	Kenai Areawide (HD 29-31)	CAP 			Dom Pannone	9074652956	0	This is Stage 2 of the construction phase of the parent project, need ID 2673. This project funding is for the construction of the new Juneau Creek Bridge near MP 51 of the new alignment.	STIP Need ID: 33242		X	80963300																											
4895	FY2023 Final Enacted HB281	2023	63640	16	Department of Transportation/Public Facilities		164	25	AL	Kodiak - Otmeloi Way Reconstruction		N	Y	9	Transportation	6	Construction	N	NA	N	32610	TS9E	NA  	NA	0	7/1/2022	6/30/2027	JTLAGUNDINO	6/27/2022 10:34:04.563	JTLAGUNDINO	6/27/2022 10:34:04.563	Kodiak Island Borough	32	Kodiak/Cordova/Seldovia (HD 32)	CAP 			Dom Pannone	9074652956	0	Reconstruct approximately one mile of Otmeloi Way. Road improvements will include grading, drainage, paving, and construction of pedestrian facilities. Realignment and lighting as needed. Upon completion, ownership and maintenance responsibility for Otmeloi Way and associated facilities will be transferred to the Kodiak Island Borough.	STIP Need ID: 2436		X	4716155																											
4895	FY2023 Final Enacted HB281	2023	63643	16	Department of Transportation/Public Facilities		155	25	AL	Glenn Highway Mile Point 59-85 (Milepost 66.5 to 92) Rehabilitation - Design		N	Y	9	Transportation	6	Construction	N	NA	N	32610	TS8T	NA  	NA	0	7/1/2022	6/30/2027	JTLAGUNDINO	6/27/2022 10:34:04.22	JTLAGUNDINO	6/27/2022 10:34:04.22	Anchorage Areawide	50	Anchorage Areawide (HD 12-28)	CAP 			Dom Pannone	9074652956	0	This project is the design effort for rehabilitation of the Glenn Highway from King River to Cascade. Actual construction work is being staged under separate projects identified elsewhere in the STIP as Need ID's 29930, 29931, 30396, and 31493, except for the final stage of Construction from Milepost 66.5 to 70 which is shown here after 2023.	STIP Need ID: 28089		X	2274250																											
4895	FY2023 Final Enacted HB281	2023	63649	16	Department of Transportation/Public Facilities		179	25	AL	Richardson Highway Bear Creek Bridge #0593 Replacement		N	Y	9	Transportation	6	Construction	N	NA	N	32610	TS9X	NA  	NA	0	7/1/2022	6/30/2027	JTLAGUNDINO	6/27/2022 10:34:05.143	JTLAGUNDINO	6/27/2022 10:34:05.143	Richardson Highway	9	Richardson Hwy/East Mat-Su (HD 9)	CAP 			Dom Pannone	9074652956	0	Reconstruct the Richardson Highway between Mile Post (MP) 232 and 234.5 and replace the Bear Creek Bridge #0593. This work will also include drainage improvements, roadside hardware and utilities. Project is associated with work under the Richardson Hwy MP 206-233 PEL Study 0A23023/NFHWY00508, which was initiated under STIP Need ID 31597, Statewide Planning and Environmental Linkages Program.	STIP Need ID: 32580		X	409365																											
