REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT
			Transportation			Airport Improvement Program			Contingency (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		40200.000000								
			Transportation			Fox Springs Improvements				1269 CSLFRF (Fed) Flexible ARP Funding	AP		Federal Funds		248.310000								
			Transportation			Surface Transportation Program			Haines Highway Reconstruction, MP 3.5-25.3	1002 Federal Receipts	AL		Federal Funds		32385.320000								
			Transportation			Surface Transportation Program			Sterling Hwy Mile Point 8-25 (Milepost 45-60) Sunrise Inn to Skilak Lake Road Construction	1002 Federal Receipts	AL		Federal Funds		1819.400000								
			Transportation			Surface Transportation Program			Airport Way / South Cushman Intersection Reconstruction	1002 Federal Receipts	AL		Federal Funds		1091.640000								
			Transportation			Surface Transportation Program			Airport Way (West) Improvements	1002 Federal Receipts	AL		Federal Funds		10916.400000								
			Transportation			Surface Transportation Program			Ketchikan - S. Tongass Hwy Improvements Deermount to Saxman	1002 Federal Receipts	AL		Federal Funds		27291.000000								
			Transportation			Surface Transportation Program			Alaska Highway Passing Lanes Mile Point 0-198 (Milepost 1221-1422) (Canadian Border to Delta Jct)	1002 Federal Receipts	AL		Federal Funds		5455.800000								
			Transportation			Surface Transportation Program			Dalton Hwy Mile Point 109-145 (Milepost 109-144) Reconstruction (Old Man Camp to Jim River Bridge #3)	1002 Federal Receipts	AL		Federal Funds		9.097000								
			Transportation			Surface Transportation Program			Ketchikan - S Tongass Hwy Improvements Saxman to Surf St	1002 Federal Receipts	AL		Federal Funds		12008.040000								
			Transportation			Surface Transportation Program			Selawik Barge Landing Access Road and Boardwalk Improvements	1002 Federal Receipts	AL		Federal Funds		6877.332000								
			Transportation			Surface Transportation Program			Aurora Drive-Noyes Slough Bridge Replacement	1002 Federal Receipts	AL		Federal Funds		272.910000								
			Transportation			Surface Transportation Program			Nome Seppala Drive Rehabilitation	1002 Federal Receipts	AL		Federal Funds		10916.400000								
			Transportation			Surface Transportation Program			Gold Creek Bridge and Tatalina Bridge Replacement	1002 Federal Receipts	AL		Federal Funds		4321.075000								
			Transportation			Surface Transportation Program			Nome Center Creek Road Rehabilitation	1002 Federal Receipts	AL		Federal Funds		154.649000								
			Transportation			Surface Transportation Program			Parks Highway Mile Point 195-196 (Milepost 231) Enhancements	1002 Federal Receipts	AL		Federal Funds		11826.100000								
			Transportation			Surface Transportation Program			Whitshed Road and Pedestrian Improvements	1002 Federal Receipts	AL		Federal Funds		682.275000								
			Transportation			Surface Transportation Program			Ketchikan - So. Tongass Highway - Tongass Ave Improvements	1002 Federal Receipts	AL		Federal Funds		5458.200000								
			Transportation			Surface Transportation Program			Richardson Highway Mile Point 360-361 (Milepost 359) Railroad Grade Separated Facility	1002 Federal Receipts	AL		Federal Funds		3638.800000								
			Transportation			Surface Transportation Program			Ketchikan - Sayles/Gorge St. Viaduct (#1841) Improvement	1002 Federal Receipts	AL		Federal Funds		2365.220000								
			Transportation			Surface Transportation Program			Steese Expressway / Johansen Expressway Interchange	1002 Federal Receipts	AL		Federal Funds		2729.100000								
			Transportation			Surface Transportation Program			Vine Road Improvements Knik-Goosebay Road to Hollywood Blvd.	1002 Federal Receipts	AL		Federal Funds		1364.550000								
			Transportation			Surface Transportation Program			Alaska Highway Mile Point 12-29 (Milepost 1235-1251) Rehabilitation	1002 Federal Receipts	AL		Federal Funds		25471.600000								
			Transportation			Surface Transportation Program			Kenai Spur Road Rehabilitation Stage 2	1002 Federal Receipts	AL		Federal Funds		28200.700000								
			Transportation			Surface Transportation Program			Elliott Highway Milepost 51-63 Rehabilitation	1002 Federal Receipts	AL		Federal Funds		90.970000								
			Transportation			Surface Transportation Program			Skagway-Klondike Highway Rehabilitation: Skagway River Bridge to Canadian Border (HD 33)	1002 Federal Receipts	AL		Federal Funds		18.194000								
			Transportation			Surface Transportation Program			Glenn Highway: Parks Highway to South Inner Springer Loop (Cienna Avenue) (HD 10)	1002 Federal Receipts	AL		Federal Funds		43938.510000								
			Transportation			Surface Transportation Program			Ketchikan - S. Tongass Hwy - Replace Hoadley Creek Bridge (HD 36)	1002 Federal Receipts	AL		Federal Funds		2729.100000								
			Transportation			Surface Transportation Program			Ketchikan - S. Tongass Hwy - Water Street Viaduct Improvements (HD 36)	1002 Federal Receipts	AL		Federal Funds		10461.550000								
			Transportation			Surface Transportation Program			Knik Goose Bay Road Reconstruction Centaur Avenue to Vine Road Stage 1 (HD 8)	1002 Federal Receipts	AL		Federal Funds		53672.300000								
			Transportation			Surface Transportation Program			Takotna River Bridge Replacement (HD 37)	1002 Federal Receipts	AL		Federal Funds		8187.300000								
			Transportation			Surface Transportation Program			Sterling Hwy Mile Point 8-25 (Milepost 45-60) Sunrise Inn to Skilak Lake Road Construction Stage 1 (HD 29)	1002 Federal Receipts	AL		Federal Funds		40936.500000								
			Transportation			Surface Transportation Program			Kodiak - Chiniak Hwy Rehabilitate Stage 1 (HD 32)	1002 Federal Receipts	AL		Federal Funds		14555.200000								
			Transportation			Surface Transportation Program			Sterling Hwy Mile Point 8-25 (Milepost 45-60) Sunrise Inn to Skilak Lake Road Construction Stage 3 (HD 29)	1002 Federal Receipts	AL		Federal Funds		20013.400000								
			Transportation			Surface Transportation Program			Snow River Bridges Nonmotorized Pathway as Environmental Mitigation for Sterling Highway MP 45-60 Co (HD 29)	1002 Federal Receipts	AL		Federal Funds		1819.400000								
			Transportation			Surface Transportation Program			Kenai Bridge Access Road Pedestrian Pathway (HD 29)	1002 Federal Receipts	AL		Federal Funds		2499.275000								
			Transportation			Surface Transportation Program			Kenai River Flats Facility Improvements (HD 30)	1002 Federal Receipts	AL		Federal Funds		2551.606000								
			Transportation			Surface Transportation Program			Soldotna Community Connections and ADA Improvements (HD 30)	1002 Federal Receipts	AL		Federal Funds		1211.579000								
			Transportation			Surface Transportation Program			Brotherhood Bridge / Kax Trail Improvements (HD 34)	1002 Federal Receipts	AL		Federal Funds		1974.049000								
			Transportation			Surface Transportation Program			Hoonah Harbor Way Pedestrian Improvements and Pitt Island Cemetery Walkway (HD 35)	1002 Federal Receipts	AL		Federal Funds		4284.687000								
			Transportation			Surface Transportation Program			Sterling Hwy Mile Point 8-25 (Milepost 45-60) Sunrise Inn to Skilak Lake Rd JNU Creek Bridge Con (HD 30)	1002 Federal Receipts	AL		Federal Funds		93502.605000								
			Transportation			Surface Transportation Program			Shishmaref Sanitation Road Erosion Control (HD 39)	1002 Federal Receipts	AL		Federal Funds		4431.340000								
			Transportation			Surface Transportation Program			Bethel Tundra Ridge Road (HD 38)	1002 Federal Receipts	AL		Federal Funds		6904.623000								
			Transportation			Surface Transportation Program			Glenn Highway Mile Point 45-49 (Milepost 53-56) Reconstruction Moose Creek Canyon (HD 9)	1002 Federal Receipts	AL		Federal Funds		272.910000								
			Transportation			Surface Transportation Program			Kodiak - Otmeloi Way Reconstruction (HD 32)	1002 Federal Receipts	AL		Federal Funds		587.760000								
			Transportation			Surface Transportation Program			Seward Highway Mile Point 104-108.5 (Milepost 105-109.5) Windy Corner to Rainbow Point (HD 27)	1002 Federal Receipts	AL		Federal Funds		1364.550000								
			Transportation			Surface Transportation Program			Old Steese Highway Reconstruction (HD 1-5)	1002 Federal Receipts	AL		Federal Funds		909.700000								
			Transportation			Surface Transportation Program			Glenn Highway Mile Point 59 - 85 (Milepost 66.5 to 92) Rehabilitation (HD 9)	1002 Federal Receipts	AL		Federal Funds		1819.400000								
			Transportation			Surface Transportation Program			Kodiak - Chiniak Hwy Rehabilitate: Mile Point 5 to 21 (Milepost 15 to 31) (HD 32)	1002 Federal Receipts	AL		Federal Funds		4366.560000								
			Transportation			Surface Transportation Program			Sterling Safety Corridor Improvements Mile Point 45 - 58 (Milepost 82.5 to 94) (HD 30)	1002 Federal Receipts	AL		Federal Funds		5913.050000								
			Transportation			Surface Transportation Program			Sitka Sea Walk (HD 35)	1002 Federal Receipts	AL		Federal Funds		1880.534000								
			Transportation			Surface Transportation Program			Bethel Chief Eddie Hoffman Highway Reconstruction (HD 38)	1002 Federal Receipts	AL		Federal Funds		932.443000								
			Transportation			Surface Transportation Program			Ruby Slough Road (HD 39)	1002 Federal Receipts	AL		Federal Funds		272.910000								
			Transportation			Surface Transportation Program			Richardson Highway MP 233 Bear Creek Bridge #0593 Replacement (HD 6)	1002 Federal Receipts	AL		Federal Funds		398.449000								
			Transportation			Surface Transportation Program			Hemmer Road Upgrade and Extension (HD 7-12)	1002 Federal Receipts	AL		Federal Funds		288.659000								
			Transportation			Surface Transportation Program			Hermon Road Upgrade and Extension (HD 7-12)	1002 Federal Receipts	AL		Federal Funds		1984.522000								
			Transportation			Surface Transportation Program			Redoubt Avenue and Smith Way Rehabilitation (HD 30)	1002 Federal Receipts	AL		Federal Funds		678.636000								
			Transportation			Surface Transportation Program			Trunk Road (Nelson Road) Upgrade Trunk Road (Nelson Road) Upgrade (HD 11)	1002 Federal Receipts	AL		Federal Funds		28.577000								
			Transportation			Surface Transportation Program			Akakeek, Ptarmigan, and DeLapp Streets - (HD 38)	1002 Federal Receipts	AL		Federal Funds		477.593000								
			Transportation			Surface Transportation Program			Seward Highway MP 14 Railroad Crossing Reconstruction (HD 29)	1002 Federal Receipts	AL		Federal Funds		45.150000								
			Transportation			Surface Transportation Program			Highway Safety Improvement Program (HSIP) (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		56080.000000								
			Transportation			Surface Transportation Program			Pavement and Bridge Preservation (HD 37)	1002 Federal Receipts	AL		Federal Funds		51852.900000								
			Transportation			Surface Transportation Program			Pavement and Bridge Preservation (HD 7-31)	1002 Federal Receipts	AL		Federal Funds		50943.200000								
			Transportation			Surface Transportation Program			AMATS CTP Program Allocation (HD 12-28)	1002 Federal Receipts	AL		Federal Funds		28153.418000								
			Transportation			Surface Transportation Program			Ferry Refurbishment (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		13500.000000								
			Transportation			Surface Transportation Program			Pavement and Bridge Preservation (HD 33-36)	1002 Federal Receipts	AL		Federal Funds		13190.650000								
			Transportation			Surface Transportation Program			FAST CTP Program Allocation (HD 1-5)	1002 Federal Receipts	AL		Federal Funds		7716.256000								
			Transportation			Surface Transportation Program			Annual Planning Work Program (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		7003.961000								
			Transportation			Surface Transportation Program			Bridge and Tunnel Inventory, Inspection, Monitoring, Preservation, Rehab and Replacement Program (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		6997.900000								
			Transportation			Surface Transportation Program			Northern Region Signal Interconnect (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		4548.500000								
			Transportation			Surface Transportation Program			Whittier Tunnel: Maintenance and Operations (HD 9)	1002 Federal Receipts	AL		Federal Funds		3775.255000								
			Transportation			Surface Transportation Program			Statewide Congestion and Mitigation Air Quality (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		3211.200000								
			Transportation			Surface Transportation Program			Central Region Drainage Improvements and Erosion (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		2365.220000								
			Transportation			Surface Transportation Program			Recreational Trails Program (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		2261.379000								
			Transportation			Surface Transportation Program			AMATS CMAQ Allocation for Qualifying Air Quality Projects (HD 12-28)	1002 Federal Receipts	AL		Federal Funds		2143.768000								
			Transportation			Surface Transportation Program			Statewide Research Program (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		2055.831000								
			Transportation			Surface Transportation Program			Northern Region ADA Reconnaissance and Improvements (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		2001.340000								
			Transportation			Surface Transportation Program			Urban Planning Program (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		1929.082000								
			Transportation			Surface Transportation Program			Transportation Asset Management Program (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		1819.400000								
			Transportation			Surface Transportation Program			Southcoast Areawide ADA Improvements (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		1819.400000								
			Transportation			Surface Transportation Program			Central Region ADA Compliance Project (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		1819.400000								
			Transportation			Surface Transportation Program			Committed Measures for the Fairbanks SIP (HD 1-5)	1002 Federal Receipts	AL		Federal Funds		1728.430000								
			Transportation			Surface Transportation Program			AASHTOware Implementation (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		1128.028000								
			Transportation			Surface Transportation Program			Roadway Data Collection (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		1091.640000								
			Transportation			Surface Transportation Program			Culvert Repair or Replace Project (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		909.700000								
			Transportation			Surface Transportation Program			Bridge Scour Monitoring and Retrofit Program (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		864.216000								
			Transportation			Surface Transportation Program			Seismic Bridge Retrofit Program (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		864.215000								
			Transportation			Surface Transportation Program			AMATS TA Allocation (HD 12-28)	1002 Federal Receipts	AL		Federal Funds		836.594000								
			Transportation			Surface Transportation Program			511 Phone and Web Maintenance & Operations (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		785.071000								
			Transportation			Surface Transportation Program			Winter Trail Marking (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		773.245000								
			Transportation			Surface Transportation Program			Portage Station Improvements (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		730.000000								
			Transportation			Surface Transportation Program			FAST CMAQ Allocation (HD 1-5)	1002 Federal Receipts	AL		Federal Funds		727.760000								
			Transportation			Surface Transportation Program			Road Weather Information System (RWIS) (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		727.440000								
			Transportation			Surface Transportation Program			Central Region ITS Repair and Upgrade Project (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		682.275000								
			Transportation			Surface Transportation Program			Design Construct Lease Purchase Ferryboats and Terminals (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		640.000000								
			Transportation			Surface Transportation Program			Highway Safety Improvement Program/Safety Management (HD 7-31)	1002 Federal Receipts	AL		Federal Funds		607.500000								
			Transportation			Surface Transportation Program			USGS Flood Frequency and Analysis (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		591.304000								
			Transportation			Surface Transportation Program			Technology Infrastructure (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		575.000000								
			Transportation			Surface Transportation Program			Statewide: Highway Safety Improvement Program Safety Management (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		477.000000								
			Transportation			Surface Transportation Program			Bridge Management System (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		454.850000								
			Transportation			Surface Transportation Program			Weigh-In-Motion Maintenance & Operations (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		454.850000								
			Transportation			Surface Transportation Program			Statewide Transportation Alternatives Program (TAP) (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		454.850000								
			Transportation			Surface Transportation Program			Napakiak Multi-Modal Study (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		454.850000								
			Transportation			Surface Transportation Program			Fleet Condition Survey Update (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		400.000000								
			Transportation			Surface Transportation Program			Prince William Sound Area Transportation Plan Update (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		400.000000								
			Transportation			Surface Transportation Program			Highway Safety Improvement Program/Safety Management (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		324.000000								
			Transportation			Surface Transportation Program			National Highway Institute Training (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		318.395000								
			Transportation			Surface Transportation Program			Statewide Highway Data Equipment Acquisition and Installation (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		318.395000								
			Transportation			Surface Transportation Program			OHA AHRS/IBS Development (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		241.070000								
			Transportation			Surface Transportation Program			Geographic Information System Development (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		227.425000								
			Transportation			Surface Transportation Program			Northern Region ITS (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		227.425000								
			Transportation			Surface Transportation Program			Civil Rights Program (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		225.000000								
			Transportation			Surface Transportation Program			AASHTO Technical Programs Support (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		220.000000								
			Transportation			Surface Transportation Program			Inter-Island Ferry Authority (IFA) Vessel Refurbishments (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		215.860000								
			Transportation			Surface Transportation Program			Air Quality Public Education (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		181.940000								
			Transportation			Surface Transportation Program			Air Quality Mobile Source Modeling (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		181.940000								
			Transportation			Surface Transportation Program			Cultural Resources Liaison (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		154.649000								
			Transportation			Surface Transportation Program			Highway Performance Monitoring System (HPMS) Reporting (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		136.455000								
			Transportation			Surface Transportation Program			eWORX Federal Aid System Regulatory Implementation (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		136.455000								
			Transportation			Surface Transportation Program			Statewide Functional Class Update (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		136.455000								
			Transportation			Surface Transportation Program			Traffic Data Management and Reporting System (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		113.713000								
			Transportation			Surface Transportation Program			Highway Fuel Tax Evasion (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		100.000000								
			Transportation			Surface Transportation Program			Strategic Highway Safety Plan (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		100.000000								
			Transportation			Surface Transportation Program			Small Hydrologic Investigations (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		90.972000								
			Transportation			Surface Transportation Program			RWIS Air Quality Sensor Operations & Maintenance (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		90.970000								
			Transportation			Surface Transportation Program			ADA Implementation and Compliance Monitoring (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		77.325000								
			Transportation			Surface Transportation Program			Fairbanks Air Quality Planning Project (HD 1-5)	1002 Federal Receipts	AL		Federal Funds		72.776000								
			Transportation			Surface Transportation Program			Alaska CARE - Crash Data Analysis & Reporting System (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		68.228000								
			Transportation			Surface Transportation Program			511 Phone and Web Enhancements (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		68.228000								
			Transportation			Surface Transportation Program			Signal and Detector System (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		50.000000								
			Transportation			Surface Transportation Program			Traveler Information Systems Marketing (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		22.743000								
			Transportation			Surface Transportation Program			Connected - Autonomous Vehicle Planning (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		22.743000								
			Transportation			Surface Transportation Program			IWAYS Architecture Update (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		22.742000								
			Transportation			Surface Transportation Program			Highway Safety Improvement Program/Safety Management (HD 33-36)	1002 Federal Receipts	AL		Federal Funds		20.317000								
			Transportation			Surface Transportation Program			STP Contingency (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		30000.000000								
			Commerce			Anchorage - Energy Burden Mapping				1004 General Fund Receipts	AP		Unrestricted General Funds		25.000000								
