scenario_id	scen_name	fiscal_year	refnum	dept_sort	dept_name	web_folder	proj_order	dept_num	apal	proj_title	trans_type	front_sect	amend	category_num	category_name	proj_type_num	proj_type_name	proj_class	bill_group	mental_health	ap_refnum	iris_ar_type	grant_type	recipient	agency_priority	beg_date	end_date	create_by	create_time	change_by	change_time	loc_location	hd	hd_name	budget	manager	manager_phone	contact	contact_phone	fed_percent	summary	comments	intent	fed_match	1002 Fed Rcpts	1003 GF/Match	1004 Gen Fund	1005 GF/Prgm	1017 Group Ben	1024 Fish/Game	1026 HwyCapital	1027 IntAirport	1029 PERS Trust	1034 Teach Ret	1037 GF/MH	1042 Jud Retire	1045 Nat Guard	1048 Univ Rcpt	1063 NPR Fund	1075 Cln Wtr Fd	1076 Marine Hwy	1092 MHTAAR	1100 Drk Wtr Fd	1108 Stat Desig	1139 AHFC Div	1140 AIDEA Div	1141 RCA Rcpts	1147 PublicBldg	1153 State Land	1155 Timber Rcp	1156 Rcpt Svcs	1179 PFC 	1195 Snow Rcpts	1197 AK Cap Fnd	1205 Ocn Ranger	1210 Ren Energy	1222 REAA Fund
5374	FY2025 Final Enacted SB187	2025	63962	16	Department of Transportation and Public Facilities		119	25	AL	Mountain Village Snow Removal Equipment Building Replacement		N	Y	9	Transportation	2	Renewal and Replacement	N	NA	N	7470	T19T	NA  	NA	27	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:10.07	JTLAGUNDINO	7/1/2024 11:15:18.203	Mountain Village	39	Bering Straits/Yukon Delta (HD 39)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	Construct a new Snow Removal Equipment Building (SREB) with an electrical enclosure room. Projects include fuel tanks with security fencing.			X	5718750																																
5374	FY2025 Final Enacted SB187	2025	64072	16	Department of Transportation and Public Facilities		24	25	AL	Pavement and Bridge Preservation Program		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T1D4	NA  	NA	93	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:05.74	JTLAGUNDINO	7/1/2024 11:15:18.203	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	Crack sealing, surface treatment drainage, signage, guardrail, illumination, and other refurbishments to prolong the life of road pavement and bridges and their safety-related structures. Project includes National Highway System (NHS) Lane Delineators, Destination and Distance Signing, Pavement Markings and Signalization, Abandoned Vehicle Program, Road Surfacing and Transfer and Road Surface Treatments.	STIP ID# 34302		X	121547401																																
5374	FY2025 Final Enacted SB187	2025	64078	16	Department of Transportation and Public Facilities		25	25	AL	Surface Transportation Overruns and Other Projects		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T1DS	NA  	NA	124	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:05.79	JTLAGUNDINO	7/1/2024 11:15:18.203	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	This allocation is to address project delays and maximize capture of federal revenue.			X	18319389																																
5374	FY2025 Final Enacted SB187	2025	64125	16	Department of Transportation and Public Facilities		164	25	AL	Federal-Aid Highway State Match		N	Y	9	Transportation	6	Construction	G	NA	N	60772	T1B6	NA  	NA	1	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:12.147	JTLAGUNDINO	7/1/2024 11:15:18.203	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	State match is required for approximately $822.4 million in federal-aid highway funding. These funds may also be used for advanced acquisition of Right-of-Way (ROW) parcels for projects that are eligible for federal funding. These ROW parcels can be used in lieu of State matching funds on a federally funded project. It is also allowable that match funds be used for correcting off-system bridges. When the State performs work on improving bridges with non-federal funds, the value of this work can be credited as required match toward federally funded bridge work. This means each such match dollar serves the State twice, once correcting a bridge problem and again as a match credit.	State match is required for all federally eligible projects.		X		87153735	0																														
5374	FY2025 Final Enacted SB187	2025	64195	5	Department of Environmental Conservation		8	18	AP	Clean Water Capitalization Grant Subsidy Emerging Contaminants - IIJA, Division J, Title VI		N	Y	4	Health/Human Services	38	Water / Sewer / Solid Waste	G	NA	N	0	VE25	NA  	NA	3	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:01.327	JTLAGUNDINO	7/1/2024 11:15:18.203	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Randy Bates	9074655307	0	"The Department of Environmental Conservation is required to issue subsidies as a condition of the Clean Water Loan Fund Capitalization Grant. The Infrastructure Investment and Jobs Act (IIJA) provides hundreds of millions of dollars in federal funds that will be awarded to Alaska for water and wastewater projects. The department currently anticipates $423.7 million in federal capitalization grants to the Alaska Clean Water and Alaska Drinking Water State Revolving Loan Funds (SRF) over the next five fiscal years. The department is required to subsidize a percentage of loans made from the fund.
Capital appropriations are required to record that subsidy in the State accounting system."			X																1273000																	
5374	FY2025 Final Enacted SB187	2025	64196	5	Department of Environmental Conservation		9	18	AP	Drinking Water Capitalization Grant Subsidy Emerging Contaminants - IIJA, Division J, Title VI		N	Y	4	Health/Human Services	38	Water / Sewer / Solid Waste	G	NA	N	0	VE27	NA  	NA	6	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:01.363	JTLAGUNDINO	7/1/2024 11:15:18.203	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Randy Bates	9074655307	0	The Department of Environmental Conservation is required to issue subsidies as a condition of the Clean Water Loan Fund Capitalization Grant. The Infrastructure Investment and Jobs Act (IIJA) provides hundreds of millions of dollars in federal funds that will be awarded to Alaska for water and wastewater projects. The department currently anticipates $423.7 million in federal capitalization grants to the Alaska Clean Water and Alaska Drinking Water State Revolving Loan Funds (SRF) over the next five fiscal years. The department is required to subsidize a percentage of loans made from the fund. Capital appropriations are required to record that subsidy in the State accounting system.			X																			7640000														
5374	FY2025 Final Enacted SB187	2025	64197	5	Department of Environmental Conservation		10	18	AP	Drinking Water Capitalization Grant Subsidy Lead Service Lines - IIJA, Division J, Title VI		N	Y	4	Health/Human Services	38	Water / Sewer / Solid Waste	G	NA	N	0	VE28	NA  	NA	7	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:01.397	JTLAGUNDINO	7/1/2024 11:15:18.203	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Randy Bates	9074655307	0	The Department of Environmental Conservation is required to issue subsidies as a condition of the Clean Water Loan Fund Capitalization Grant. The Infrastructure Investment and Jobs Act (IIJA) provides hundreds of millions of dollars in federal funds that will be awarded to Alaska for water and wastewater projects. The department currently anticipates $423.7 million in federal capitalization grants to the Alaska Clean Water and Alaska Drinking Water State Revolving Loan Funds (SRF) over the next five fiscal years. The department is required to subsidize a percentage of loans made from the fund. Capital appropriations are required to record that subsidy in the State accounting system.			X																			14038500														
5374	FY2025 Final Enacted SB187	2025	64226	16	Department of Transportation and Public Facilities		22	25	AL	Rock Slope Stabilization Program		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T1DD	NA  	NA	104	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:05.643	JTLAGUNDINO	7/1/2024 11:15:18.203	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	The Alaska Rock Slope Stabilization Program is structured to boost road safety by addressing unstable rock slopes. It incorporates a methodical process of evaluating high-risk rock slopes and implementing suitable stabilization measures like rock scaling, bolting, or netting. The primary objective is to mitigate rockfall incidents on Alaska's roads, thus ensuring public safety.	STIP ID# 33965		X	4548500																																
5374	FY2025 Final Enacted SB187	2025	64245	2	Department of Commerce, Community, and Economic Development		17	8	AP	Broadband Equity Access and Deployment Program		N	Y	8	Development	34	Life / Health / Safety	O	NA	N	0	DC13	NA  	NA	16	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:19:54.9	JTLAGUNDINO	7/1/2024 11:15:18.203	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Hannah Lager	9074655533	0	Alaska has been allocated $1,017,139,672.42 through the federal Broadband Equity Access and Deployment (BEAD) program. This will be used to fund grants to organizations in the state to advance and expand broadband access across Alaska. Funding is anticipated to be received in early FY2025 and will be granted out over a period of four to five years. The initial $5,000,000 received for BEAD funding is included in the allocation total; a net of $1,012,139,672.42 in new authority is needed.	"BEAD: 60102(E)(1)(C)(i, ii)
DEA: 60304(C)(3)(D)(i)"		X	1012139673																																
5374	FY2025 Final Enacted SB187	2025	64251	16	Department of Transportation and Public Facilities		21	25	AL	National Electric Vehicle Infrastructure Program		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T1CX	NA  	NA	85	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:05.587	JTLAGUNDINO	7/1/2024 11:15:18.203	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	Planning and strategic deployment of electric vehicle (EV) charging infrastructure and establishing an interconnected network as per the National Electric Vehicle Infrastructure Program.	STIP ID# 33865		X	11499200																																
5374	FY2025 Final Enacted SB187	2025	64294	16	Department of Transportation and Public Facilities		120	25	AL	Deadhorse Perimeter Fence, Drainage and Access Road - Stage 2		N	Y	9	Transportation	2	Renewal and Replacement	N	NA	N	7470	T19L	NA  	NA	5	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:10.127	JTLAGUNDINO	7/1/2024 11:15:18.203	Prudhoe Bay	40	Arctic (HD 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	Construct a wildlife perimeter fence with a service road around the airfield. Construct drainage improvements along Deadhorse Drive and fill in-fields adjacent to the runway and apron.			X	16875000																																
5374	FY2025 Final Enacted SB187	2025	64634	13	Department of Natural Resources		9	10	AP	Replacing Decommissioned Vessels and Boat Repair		N	Y	7	Public Protection	2	Renewal and Replacement	O	NA	N	0	NPA9	NA  	NA	17	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:02.62	JTLAGUNDINO	7/1/2024 11:15:18.203	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Theresa Cross	9072696398	0	Park Rangers rely on an aging fleet of medium-class vessels to carry out critical public safety operations in Alaska's coastal and river regions. To ensure the effectiveness of these efforts, it is important to replace several medium-class vessels that are either scheduled for decommissioning in 2023 or were decommissioned in 2022. The division has sufficient projected general fund program receipt revenues to cover this expense.			X				950000																													
5374	FY2025 Final Enacted SB187	2025	64685	15	Department of Revenue		17	4	AP	MH Trust: AHFC Beneficiary and Special Needs Housing		N	Y	4	Health/Human Services	34	Life / Health / Safety	N	NA	Y	0		NA  	NA	13	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:52.757	TSHESS	11/20/2024 13:43:20.83	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	James Wiedle	9073308359	0		Funds for Alaska nonprofit service providers and housing developers to increase housing opportunities to Alaska Mental Health Trust beneficiaries and other special needs populations throughout Alaska.		X											0							200000			1750000												
5374	FY2025 Final Enacted SB187	2025	64686	15	Department of Revenue		11	4	AP	MH Trust: AHFC Rural Housing Coordinator - New Region		N	Y	4	Health/Human Services	34	Life / Health / Safety	G	NA	Y	0	R25X	NA  	NA	15	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:03.453	TSHESS	11/20/2024 13:43:20.83	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	James Wiedle	9073308359	0	This project funds a Rural Housing Coordinator position to support State operating infrastructure in a region that does not yet have this position. The Rural Housing Coordinator position will engage community partners, build local capacity, and establish a coalition to address homelessness. This position will strategize on how to address overcrowding, improve substandard housing, and increase affordable housing. The coordinator will work with Alaska Housing Finance Corporation (AHFC) and Association of Alaska Housing Authorities staff to maximize local, state, and federal funding opportunities and to ensure effective use of available dollars.			X																		135000															
5374	FY2025 Final Enacted SB187	2025	64712	1	Department of Administration		2	2	AP	Statewide Public Service Digital Assistant - Requirements, Definition, and Road Mapping		N	Y	10	General Government	36	Information Technology / Systems / Communication	N	NA	N	0	A254	NA  	NA	4	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:19:47.973	JTLAGUNDINO	7/1/2024 11:15:18.203	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Bill Smith	9072696596	0	This project will focus on documenting requirements across the executive branch to build a roadmap to transform existing myAlaska capabilities into a digital government assistant personalized to anticipate constituent needs and facilitate a secure, convenient, and efficient customer experience.			X			300000																														
5374	FY2025 Final Enacted SB187	2025	64713	1	Department of Administration		3	2	AP	Expand and Complete Digitization of Payroll Services and Recruitment		N	Y	10	General Government	36	Information Technology / Systems / Communication	N	NA	N	0	A252	NA  	NA	2	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:19:48.007	JTLAGUNDINO	7/1/2024 11:15:18.203	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Hans Zigmund	9074652240	0	This funding will be used to continue the modernization and automation process for statewide timesheet auditing, payroll production data entry and distribution, and Personnel Action Request Form (PARF), Automated Letter of Agreements, payroll production tasks, and expanded infrastructure to help address manual entry timesheets. This also includes the digitization and electronic storage and retention of personnel and payroll documents.	This project is the next step following the $2.2 million Payroll Digitization Capital Request in FY2024.		X			2050000																														
5374	FY2025 Final Enacted SB187	2025	64734	9	Department of Health		2	16	AP	Emergency Medical Services Match for Code Blue Project		N	Y	4	Health/Human Services	34	Life / Health / Safety	N	NA	N	0	U25A	NA  	NA	1	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:01.987	JTLAGUNDINO	7/1/2024 11:15:18.203	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Josie Stern	9074651630	0	Continued support of Alaskan communities' purchasing of essential emergency medical response equipment.	This request was made in prior years relating to the Emergency Medical Services Match for Code Blue Project.		X		500000																															
5374	FY2025 Final Enacted SB187	2025	64735	9	Department of Health		3	16	AP	MH Trust: Home Modification and Upgrades to Retain Housing		N	Y	4	Health/Human Services	6	Construction	N	NA	Y	0		NA  	NA	3	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:52.703	JTLAGUNDINO	7/8/2024 14:10:26.09	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Josephine Stern	9074651630	0		Competitive capital grant program that provides housing modifications for Alaskans with special needs, increasing their independence and reducing financial burdens.		X											575000																						
5374	FY2025 Final Enacted SB187	2025	64771	7	Department of Fish and Game		6	11	AP	Sport Fish Hatcheries Deferred Maintenance: Phase II		N	Y	10	General Government	4	Deferred Maintenance	G	NA	N	0	F203	NA  	NA	9	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:01.74	JTLAGUNDINO	7/1/2024 11:15:18.203	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Israel Payton	9072672814	0	Sport Fish Division is responsible for the operation and maintenance of four large fish hatchery facilities across the state, all in need of repairs and upgrades.			X	1000000					1000000																											
5374	FY2025 Final Enacted SB187	2025	64777	7	Department of Fish and Game		5	11	AP	Alaska Marine Salmon Research Programs		N	Y	8	Development	33	Research / Studies / Planning	U	NA	N	0	F108	NA  	NA	1	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:01.703	JTLAGUNDINO	7/1/2024 11:15:18.203	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Sam Rabung	9074656100	0	Many systems in Alaska are experiencing poor returns of salmon, including Chinook salmon stocks statewide, Western Alaska chum salmon stocks, and others. Available information frequently points to poor marine survival attributed to changing ocean conditions driving poor returns and reducing the sustainable harvest available to Alaskans. It is critical to have resources to participate in marine research efforts in the Bering Sea and Gulf of Alaska.	This project was started as a capital project request until it could be established. The funding will need to move into the operating budget request in the future. 		X			1300000																														
5374	FY2025 Final Enacted SB187	2025	64780	7	Department of Fish and Game		3	11	AP	Pacific Salmon Treaty Chinook Fishery Mitigation		N	Y	5	Natural Resources	33	Research / Studies / Planning	G	NA	N	0	F113	NA  	NA	6	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:01.633	JTLAGUNDINO	7/1/2024 11:15:18.203	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Sam Rabung	9074654210	0	The Southeast Alaska Chinook Salmon Fishery Mitigation Program was established in 2009 to alleviate economic impacts resulting from the 15 percent reduction in Chinook salmon harvest levels under the 2009 revision of the Pacific Salmon Treaty between the United States and Canada. This program continues to be necessary due to an additional 7.5 percent reduction in Chinook harvest levels under the 2019 revision. Alaska's willingness to accept another loss to Chinook fisheries was predicated, in part, on a mitigation package designed to offset economic consequences. Distribution of mitigation funds is intended to benefit those most directly affected by the Chinook harvest reductions in Southeast Alaska.			X	750000																																
5374	FY2025 Final Enacted SB187	2025	64781	7	Department of Fish and Game		2	11	AP	Pacific Coastal Salmon Recovery Fund		N	Y	5	Natural Resources	33	Research / Studies / Planning	G	NA	N	0	F111	NA  	NA	5	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:01.6	JTLAGUNDINO	7/1/2024 11:15:18.203	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Sam Rabung	9074654210	0	This project allows the Department of Fish and Game (DFG) to continue receiving federal grant funds from the Pacific Coastal Salmon Recovery Fund. Projects are selected through a competitive process, with funding supporting stock assessment, harvest monitoring, eradicating invasive species such as northern pike, and habitat projects. The 33 percent match requirement is passed on to the project funding recipients. Projects support the sustainability of Alaska salmon, enhance the ability of the department to manage fisheries, and contribute to the economy and food security of the people of Alaska.			X	6800000																																
5374	FY2025 Final Enacted SB187	2025	64796	17	University of Alaska		1	45	AP	University of Alaska Fairbanks - University Park Early Childhood Development Center		N	Y	2	University	5	Renovation and Remodeling	Q	NA	N	0	Y25F	NA  	NA	13	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:04.18	JTLAGUNDINO	7/1/2024 11:15:18.203	College	35	College/Ester/Chena Ridge (HD 35)	CAP 	Unknown	5555555555	Michelle Rizk	9074508187	0	This work includes the renewal of 10 classrooms and associated ancillary spaces to create early childhood education labs and the construction of age-appropriate restrooms, eating, and playground facilities. Major mechanical and electrical systems will also be revitalized to serve the intended purpose.			X	5600000																																
5374	FY2025 Final Enacted SB187	2025	64818	17	University of Alaska		6	45	AP	University of Alaska Drones Program - Year Three		N	Y	2	University	33	Research / Studies / Planning	N	NA	N	0		NA  	NA	10	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:52.61	JTLAGUNDINO	7/8/2024 14:15:00.217	Fairbanks (City of Fairbanks)	31	Downtown Fairbanks (HD 31)	CAP 	Unknown	5555555555	Michelle Rizk	9074508187	0	Preserve general funds for savings and fiscal stability. Retain $6,000.0.	The University of Alaska (UA) conducts many of the testing operations needed to support the full integration of drones with traditional aircraft in United States airspace and develop the workforce needed to support this emerging industry in Alaska. Emerging technologies and supporting educational programs take time to develop. This is year three of a multi-year plan.		X			6000000											0																			
5374	FY2025 Final Enacted SB187	2025	64909	16	Department of Transportation and Public Facilities		26	25	AL	Mooring System Improvements		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T1CV	NA  	NA	83	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:05.837	JTLAGUNDINO	7/1/2024 11:15:18.277	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	Construct phased area-wide mooring improvements at various Alaska Marine Highway System ferry terminals.	STIP ID# 33967		X	960000																																
5374	FY2025 Final Enacted SB187	2025	64925	16	Department of Transportation and Public Facilities		157	25	AL	Emergency Relief Funding		N	Y	9	Transportation	34	Life / Health / Safety	N	NA	N	6764	T1AW	NA  	NA	3	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:11.91	JTLAGUNDINO	7/1/2024 11:15:18.277	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	Emergency federal funds are available from the Federal Highway Administration (FHWA) for declared emergencies. Money spent within 180 days of a declared emergency is 100 percent federally funded; after the 180th day, about 9 percent State match is required. This appropriation may be used to address issues of an emergency nature with federal airport, highway, or Federal Emergency Management Agency (FEMA) funding.			X	10000000																																
5374	FY2025 Final Enacted SB187	2025	64932	16	Department of Transportation and Public Facilities		122	25	AL	FIA: Airfield Pavement Reconstruction and Maintenance		N	Y	9	Transportation	6	Construction	N	NA	N	7470	T1AE	NA  	NA	9	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:10.267	JTLAGUNDINO	7/1/2024 11:15:18.277	Fairbanks Areawide	60	Fairbanks Areawide (HD 31 - 35)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	Reconstruct airfield pavement - including runways, taxiways, taxi lanes, aircraft parking aprons - as they reach the end of their useful life and perform maintenance work such as crack filling and sealing and spot repairs.			X	300938																																
5374	FY2025 Final Enacted SB187	2025	64935	16	Department of Transportation and Public Facilities		123	25	AL	TSAIA: Passenger Boarding Bridges		N	Y	9	Transportation	6	Construction	N	NA	N	7470	T1AB	NA  	NA	45	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:10.327	JTLAGUNDINO	7/1/2024 11:15:18.277	Anchorage Areawide	50	Anchorage Areawide (HD 9-24)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	Purchase and install new passenger boarding bridges (PBB) at the terminal. New bridges are needed because the current boarding bridges are in poor condition, maintenance costs are high, and finding replacement parts is difficult. This project contributes to the department's mission by reducing injuries, fatalities, and property damage and by improving the mobility of people and goods, and lowering energy, operations and maintenance costs.			X	2850445																											6500000					
5374	FY2025 Final Enacted SB187	2025	64938	16	Department of Transportation and Public Facilities		124	25	AL	FIA: Security and Perimeter Fencing		N	Y	9	Transportation	6	Construction	N	NA	N	7470	T1AO	NA  	NA	17	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:10.387	JTLAGUNDINO	7/1/2024 11:15:18.277	Fairbanks Areawide	60	Fairbanks Areawide (HD 31 - 35)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	This project will replace fencing and gates at the Fairbanks International Airport. The gates and fencing are beyond their useful life and need replacement.			X	375000																																
5374	FY2025 Final Enacted SB187	2025	65041	16	Department of Transportation and Public Facilities		159	25	AL	M/V Tustumena Replacement Vessel		N	Y	9	Transportation	6	Construction	O	NA	N	65045	T1AX	NA  	NA	2	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:11.96	JTLAGUNDINO	7/1/2024 11:15:18.277	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	The Department of Transportation & Public Facilities will receive funding to build a new ferry to replace a nearly 60-year-old vessel. The new vessel, which will feature a diesel-electric propulsion system, will serve rural southwest Alaska, will improve service reliability, reduce greenhouse gas emissions, increase service, and ensure a vital transit lifeline is preserved.	"Total Project Cost: $85,610,480
Federal Request: $68,488,384
State Funded Match: $17,122,096 (FY2018 Vessel Replacement Fund Appropriation)"		X	92786400																																
5374	FY2025 Final Enacted SB187	2025	65045	16	Department of Transportation and Public Facilities		158	25	AP*	Rural Ferry Grants		N	Y	9	Transportation	6	Construction	N	NA	N	0		NA  		0	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:03.757	JTLAGUNDINO	6/27/2024 10:20:03.757	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	Federal Transit Authority discretionary grants awarded to Alaska Marine Highway System.	See project allocations for detailed project descriptions.		X	115983000																																
5374	FY2025 Final Enacted SB187	2025	65047	16	Department of Transportation and Public Facilities		160	25	AL	Federal Toll Credits for Match		N	Y	8	Development	6	Construction	N	NA	N	65045	T1AY	NA  	NA	1	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:12.007	JTLAGUNDINO	7/1/2024 11:15:18.277	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	This allocation provides matching funds for rural ferry boat grants.			X	23196600																																
5374	FY2025 Final Enacted SB187	2025	65104	16	Department of Transportation and Public Facilities		170	25	AP	Winter Trail Grooming Grants		N	Y	9	Transportation	39	Parks / Recreation	G	NA	N	0	T1B2	NA  	NA	14	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:03.963	JTLAGUNDINO	7/1/2024 11:15:18.277	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	Provide assistance to local winter trail grooming organizations to maintain a well-groomed trail system for utility and recreational uses by snow machiners, skiers, dog mushers, and other winter trail users. Funds for this program are provided by snow machine registration fees paid by Alaskans and are distributed in the form of grants for trail development and maintenance, trail marking and signing, and safety education. These funds may be combined with federal surface transportation block grants set aside in 23 USC 133(k) to further enhance winter trail grooming activities throughout the state.			X																													185000				
5374	FY2025 Final Enacted SB187	2025	65120	2	Department of Commerce, Community, and Economic Development		46	8	AP	Alaska Energy Authority - Bulk Fuel Upgrades		N	Y	8	Development	16	Energy	G	NA	N	0	DC00	NA  	NA	2	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:19:56.14	JTLAGUNDINO	7/1/2024 11:15:18.277	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Curtis W. Thayer	9077713000	0	"The Bulk Fuel Upgrades (BFU) program will invest $13 million in rural Alaska in FY2025. The BFU program upgrades non-compliant bulk fuel tank farms in rural communities. This project reduces the cost of energy by reducing or eliminating fuel loss from leaks, spills, or catastrophic failure. By providing enough capacity for current and planned needs, communities may purchase fuel in larger quantities at a lower cost per gallon. Projects ensure facilities meet code compliance standards
improving life, health, and safety of the community."	Declining funds available for bulk fuel upgrades in rural Alaska means that bulk fuel tanks are not upgraded in a timely manner. As a result, communities are left with aging fuel tanks that may not meet the capacity needs of the community or are at risk of leaks, contamination, and/or failure. Recent emphasis has also been put on barge header and maintenance and improvement projects to protect river and ocean side fuel systems.		X	11000000	2000000																															
5374	FY2025 Final Enacted SB187	2025	65121	2	Department of Commerce, Community, and Economic Development		48	8	AP	Alaska Energy Authority - Electrical Emergencies Program		N	Y	8	Development	16	Energy	G	NA	N	0	DC01	NA  	NA	4	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:19:56.18	JTLAGUNDINO	7/1/2024 11:15:18.277	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Curtis W. Thayer	9077713000	0	"The Alaska Energy Authority's (AEA) Electrical Emergencies Program is critical to rural communities.
Electrical emergencies can result in the loss of communications, lights, refrigeration systems,
washeterias, water and sewer systems, and the use of other basic infrastructure and equipment. The
program contributes to the Department of Commerce, Community, and Economic Development's
mission of promoting a healthy economy and strong communities, as electricity is considered
essential for both community development and economic growth."			X			200000																														
