scenario_id	scen_name	fiscal_year	refnum	dept_sort	dept_name	web_folder	proj_order	dept_num	apal	proj_title	trans_type	front_sect	amend	category_num	category_name	proj_type_num	proj_type_name	proj_class	bill_group	mental_health	ap_refnum	iris_ar_type	grant_type	recipient	agency_priority	beg_date	end_date	create_by	create_time	change_by	change_time	loc_location	hd	hd_name	budget	manager	manager_phone	contact	contact_phone	fed_percent	summary	comments	intent	fed_match	1002 Fed Rcpts	1003 G/F Match	1004 Gen Fund	1005 GF/Prgm	1008 G/O Bonds	1018 EVOSS	1024 Fish/Game	1026 Hwy Capitl	1027 Int Airprt	1037 GF/MH	1063 NPR Fund	1075 Clean Wtr	1092 MHTAAR	1100 ADWF	1108 Stat Desig	1112 IntAptCons	1113 AHFC Bonds	1139 AHFC Div	1140 AIDEA Div	1153 State Land	1167 NTSC Bond	1169 PCE Endow	1195 SnoMachReg	1197 AK Cap Inc	1214 WhitTunnel	1226 High Ed	1243 SBR	1265 COVID Fed	1268 MH Tr Res	1269 CSLFRF	1270 FHWA CRRSA	1275 Reapprop
4616	Final FY2022 HB69 / HB71	2022	49780	160	Department of Transportation/Public Facilities	22_budget/Trans/Enacted/2022proj49780.pdf	7	25	AP	Municipal Harbor Facility Grant Fund		N	N	9	Transportation	6	Construction	G	NA	N	0	TE16	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:24.083	SRWILLHOITE	6/30/2021 11:17:47.688	Southeast Alaska	91	Southeast Region (HD 33-36)	CAP 			Dom Pannone	9074652956	0	The 50/50 harbor grant program maximizes local government, promotes state jobs and provides economic assistance for needed maintenance/repair, expansion and replacement. The program continues to show strong local interest. Five municipalities from across the state submitted applications requesting a total of $14.1M in matching state funds for FY2022. If fully funded, the state and the department can enable over $28 million in local construction ready harbor projects to be built. These harbor projects are locally managed and therefore require minimal department staff resources. Location of these harbors are Cordova, Seward, Sand Point, Sitka, and Juneau.	Provides funding for first two projects: City of Cordova $5M: South Harbor and City of Seward: Seward Harbor $1.7M.		X			6729988		0																											
4616	Final FY2022 HB69 / HB71	2022	50683	150	Department of Revenue	22_budget/Rev/Enacted/2022proj50683.pdf	5	4	AP	AHFC Energy Programs Weatherization		N	N	4	Health/Human Services	34	Life / Health / Safety	G	AHFC	N	0	R22M	NA  		10	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:23.013	SRWILLHOITE	6/30/2021 10:58:23.013	Statewide	99	Statewide (HD 1-40)	CAP 	Laura Davis	9073308356	James Wiedle	9073308359	0	Federal U. S. Department of Energy (DOE) assists low and moderate income families in attaining decent, safe, and affordable housing through cost effective weatherization and rehabilitation of existing homes. Weatherization provides energy efficiency upgrades to homes using the latest building science tools to target heat loss areas and correct them. Installed measures must be cost effective. The program addresses health and safety through tune-ups for heating systems, electrical and chimney repairs, and woodstove improvements.			X	3000000																	2000000														
4616	Final FY2022 HB69 / HB71	2022	52498	20	Department of Commerce, Community, and Economic Development	22_budget/DCCED/Enacted/2022proj52498.pdf	7	8	AP	Alaska Energy Authority - Rural Power Systems Upgrades		N	N	8	Development	16	Energy	G	NA	N	0	DF0N	NA  		5	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:11.97	SRWILLHOITE	6/30/2021 10:58:11.97	Statewide	99	Statewide (HD 1-40)	CAP 	Tim Sandstrom	9077713000	Curtis Thayer	9077713000	0	Electric utility systems are part of the basic infrastructure of rural communities. New power systems are designed to meet accepted utility standards for safety, reliability, and environmental protections. Upgrading rural power generation and distribution systems includes more than the replacement of entire facilities. As funding availability diminishes emphasis on maintenance and improvement projects and training for operations and planned maintenance have become critical.	Declining funds available for Rural Power System Upgrades means that rural power systems are not upgraded timely. As a result, communities are left with aging systems that are at risk of failure.  		X	12500000																		5000000			0										
4616	Final FY2022 HB69 / HB71	2022	54913	130	Department of Natural Resources	22_budget/DNR/Enacted/2022proj54913.pdf	19	10	AP	Dam Safety Industry Projects Application Review		N	Y	5	Natural Resources	6	Construction	O	NA	N	0	NH87	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:21.073	LASHOOP	7/7/2021 10:57:09.977	Statewide	99	Statewide (HD 1-40)	CAP 	Marty Parsons	9072698636	Cheri Lowenstein	9074652422		This project funds the work necessary to issue Certificates of Approval for construction related to dams. Certain dams for mines, hydroelectric generators, water supply, and other purposes are subject to review and approval under AS 46.17 and in accordance with the mission of Department of Natural Resources to protect life and property. Application fees are used to fund these technical reviews as necessary.			X															400000																	
4616	Final FY2022 HB69 / HB71	2022	54937	130	Department of Natural Resources	22_budget/DNR/Enacted/2022proj54937.pdf	12	10	AP	Wildland Firefighting Aircraft Replacement		N	N	5	Natural Resources	2	Renewal and Replacement	O	NA	N	0	NH79	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:20.637	LASHOOP	7/7/2021 10:57:20.57	Statewide	99	Statewide (HD 1-40)	CAP 	Chris Maisch	9074512690	Cheri Lowenstein	9074652422	0	The Division of Forestry (DOF) currently owns four fixed wing aircraft with the primary purpose of conducting wildland fire specific missions. This includes a Lead Plane function which directs the activities of the airtankers both verbally and by physically leading the airtankers on the low-level drop runs. DOF owned aircraft also are used as an air attack platform which supervises the process of attacking the wildfire, including fixed wing airtankers, helicopters, and any other aviation resources assigned to the fire. State aircrafts are additionally used for detection, reconnaissance, and fire mapping missions to collect information and prioritize fire response. DOF is requesting funds to replace the N909AK.			X			650000		0																											
4616	Final FY2022 HB69 / HB71	2022	56220	20	Department of Commerce, Community, and Economic Development	22_budget/DCCED/Enacted/2022proj56220.pdf	8	8	AP	West Susitna Road Access		N	Y	8	Development	6	Construction	G	Named Recipient	N	0	DF0P	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:12	SRWILLHOITE	6/30/2021 10:58:12	Southcentral Alaska	92	Southcentral Region (HD 7-31)	CAP 			Alan Weitzner, AIDEA	9077713050		This project has completed phase two of the pre-development feasibility planning, which started in 2014 as the West Susitna Access Study led by the Department of Transportation and Public Facilities (DOT&PF) as part of the agency’s Roads to Resources program. The purpose of the study was to identify options for an optimal access corridor to a broader, district-wide area of resources with connection to Port MacKenzie. 	The proposed route is approximately 100 miles long, from the west end of Ayrshire Road to near the confluence of the Talachulitna and Skwentna Rivers. After crossing the Skwentna River, it would continue adjacent to the proposed Donlin Gold gas pipeline route on the north side of the Skwentna River. Near the Happy River crossing, the route would diverge away from the Donlin Gold gas pipeline route and continue west to a point of tie-in with existing mineral exploration roads.		X	0		0																								8500000					
4616	Final FY2022 HB69 / HB71	2022	60772	160	Department of Transportation/Public Facilities	22_budget/Trans/Enacted/2022proj60772.pdf	68	25	AP*	Federal Program Match		N	N	9	Transportation	6	Construction	G	NA	N	0		NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:24.587	LASHOOP	7/7/2021 11:07:30.56	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	This appropriation provides state matching funds for federal programs.	See project allocations for detailed project descriptions. 		X		69721000															0	7979000														
4616	Final FY2022 HB69 / HB71	2022	60777	150	Department of Revenue	22_budget/Rev/Enacted/2022proj60777.pdf	9	4	AP	AHFC Rental Assistance for Persons Displaced Due to Domestic Violence - Empowering Choice Housing Program (ECHP)		N	N	4	Health/Human Services	34	Life / Health / Safety	G	AHFC	N	0	R22I	NA  		1	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:23.23	SRWILLHOITE	6/30/2021 10:58:23.23	Statewide	99	Statewide (HD 1-40)	CAP 	Laura Davis	9073308356	James Wiedle	9073308359	0	The purpose of this authorization is to: Provide a referral-based transitional housing assistance program, the Empowering Choice Housing Program (ECHP), to meet the housing needs of victims of domestic violence, sexual assault, dating violence, and stalking.			X																		1500000														
4616	Final FY2022 HB69 / HB71	2022	60937	130	Department of Natural Resources	22_budget/DNR/Enacted/2022proj60937.pdf	4	10	AP	Geological Mapping for Energy Development (USGS STATEMAP)		N	N	5	Natural Resources	33	Research / Studies / Planning	G	NA	N	0	NH64	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:20.26	LASHOOP	7/7/2021 11:02:42.283	Statewide	99	Statewide (HD 1-40)	CAP 	Steve Masterman	9074515007	Cheri Lowenstein	9074652422	100	This project will leverage federal funds from a USGS STATEMAP grant to produce a 1:63,360-scale bedrock geological map of the Rooftop Ridge area, in the southern foothills, that will cover economically important formations including the Nanushuk, Seabee, and Tuluvak, and Schrader Bluff Formations. The formations are known to host billions of barrels of oil in the subsurface.	Prior to FY2016 (SLA2015) STATEMAP grant funds were included in the operating budget.		X	600000	300000																														
4616	Final FY2022 HB69 / HB71	2022	61849	130	Department of Natural Resources	22_budget/DNR/Enacted/2022proj61849.pdf	2	10	AP	Critical Minerals Mapping - Earth MRI (3DEEP)		N	N	5	Natural Resources	33	Research / Studies / Planning	G	NA	N	0	NH17	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:20.133	LASHOOP	7/7/2021 11:02:49.893	Statewide	99	Statewide (HD 1-40)	CAP 	Steve Masterman	9074515007	Cheri Lowenstein	9074652422	33	From 1993-2015, the State’s AGGMI program annually produced geophysical surveys, geologic maps, and datasets to attract industry exploration investment and facilitate resource development. This program will produce geological and geophysical maps of high-potential mineral areas in Alaska, focused on critical minerals. The published new data and digitally upgraded historical data will spur private sector investment in Alaska, generate jobs, and help the nation’s critical mineral supply.			X	1500000	500000													200000																	
4616	Final FY2022 HB69 / HB71	2022	61854	130	Department of Natural Resources	22_budget/DNR/Enacted/2022proj61854.pdf	11	10	AP	State Park Electronic Fee Stations		N	N	5	Natural Resources	39	Parks / Recreation	O	NA	N	0	NH78	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:20.607	LASHOOP	7/7/2021 10:57:38.227	Statewide	99	Statewide (HD 1-40)	CAP 	Ricky Gease	9074658701	Cheri Lowenstein	9074652422	0	This project seeks to fund the purchase, engineering costs, and installation of twenty electronic fee stations in State Parks with the goal of increasing fee revenue, decreasing loss from vandalism, and increasing administrative efficiency.			X				220000																												
4616	Final FY2022 HB69 / HB71	2022	61869	120	Department of Military and Veterans Affairs	22_budget/DMVA/Enacted/2022proj61869.pdf	4	9	AP	State Homeland Security Grant Programs		N	N	7	Public Protection	34	Life / Health / Safety	G	NA	N	0	M18A	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:20.007	SRWILLHOITE	6/30/2021 10:58:20.007	Statewide	99	Statewide (HD 1-40)	CAP 			Craig Christenson	9074286003	0	Federal receipt authority for the State Homeland Security Program (SHSP), Pre-Disaster Mitigation (PDM) Grants from the U.S. Department of Homeland Security (DHS), and Emergency Management Performance Grant (EMPG).			X	7500000																															
4616	Final FY2022 HB69 / HB71	2022	61884	160	Department of Transportation/Public Facilities	22_budget/Trans/Enacted/2022proj61884.pdf	5	25	AP	Federal-Aid Highway Project Match Credits		N	N	9	Transportation	6	Construction	O	NA	N	0	TE14	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:24.003	SRWILLHOITE	6/30/2021 10:58:24.003	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	General fund program receipts generated from the sale or lease of excess property that was originally purchased with federal funds will be used for developing transportation capital improvement projects.	Federal Receipts from Alaska Transportation Infrastructure Bank		X				1000000																												
4616	Final FY2022 HB69 / HB71	2022	62615	180	Judiciary	22_budget/ACS/Enacted/2022proj62615.pdf	1	41	AP	Courts Statewide Deferred Maintenance		N	N	6	Law and Justice	4	Deferred Maintenance	N	NA	N	0	C181	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:25.147	LASHOOP	7/7/2021 09:10:44.823	Statewide	99	Statewide (HD 1-40)	CAP 			Rhonda McLeod	9072648215	0	Critical deferred maintenance, renewal, replacement, repair, renovation, repurposing and other miscellaneous capital projects for Courts.			X			2300000																													
4616	Final FY2022 HB69 / HB71	2022	62649	130	Department of Natural Resources	22_budget/DNR/Enacted/2022proj62649.pdf	21	10	AP	Arctic Strategic Transportation and Resource Project 		N	Y	8	Development	33	Research / Studies / Planning	G	NA	N	0	NH89	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:21.17	LASHOOP	7/7/2021 11:04:10.017	Utqiagvik	40	Arctic (HD 40)	CAP 	Faith Martineau	9072690949	Cheri Lowenstein	9074652422		The Arctic Strategic Transportation and Resource (ASTAR) is a partnership between the State of Alaska, Department of Natural Resources and the North Slope Borough.  ASTAR seeks to work with North Slope communities and stakeholders to identify projects, resources, and studies which offer the most cumulative benefit to the North Slope region and its communities.			X	0		0																								5000000					
4616	Final FY2022 HB69 / HB71	2022	62693	160	Department of Transportation/Public Facilities	22_budget/Trans/Enacted/2022proj62693.pdf	2	25	AP	Computerized Maintenance Management System (CMMS) Year 3		N	N	9	Transportation	36	Information Technology / Systems / Communication	N	NA	N	0	TE11	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:23.58	SRWILLHOITE	6/30/2021 10:58:23.58	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	The Department of Transportation & Public Facilities (DOT&PF), Division of Facilities Services (DFS), solicited and awarded a contract for a single enterprise-wide, comprehensive computerized maintenance management system (CMMS) to support the consolidation of State agencies facilities under DOT&PF, DFS. 	OMB provided funding via an RSA in the amount of $196,000 in FY2020 to supplement $1,824,400 for the assessment needs and analysis module.		X			1509486																													
4616	Final FY2022 HB69 / HB71	2022	62700	80	Office of the Governor	22_budget/Gov/Enacted/2022proj62700.pdf	1	1	AP	Statewide Deferred Maintenance, Renovation, and Repair		N	N	10	General Government	4	Deferred Maintenance	G	NA	N	0	G342	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:18.893	SRWILLHOITE	6/30/2021 10:58:18.893	Statewide	99	Statewide (HD 1-40)	CAP 			OMB - Neil Steininger	9074654660	0	Statewide critical deferred maintenance, renewal, replacement, repair, renovation, repurposing and other miscellaneous capital projects.	The Governor's office will work with the Department of Transportation and Public Facilities, Division of Facilities Services along with state agencies to identify statewide deferred maintenance needs and determine priority ranking to best utilize these funds.		X																								49000000								
4616	Final FY2022 HB69 / HB71	2022	62827	120	Department of Military and Veterans Affairs	22_budget/DMVA/Enacted/2022proj62827.pdf	2	9	AP	Mass Notification System - Joint Base Elmendorf Richardson (JBER)		N	N	7	Public Protection	34	Life / Health / Safety	O	NA	N	0	M20A	NA  		1	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:19.91	SRWILLHOITE	6/30/2021 10:58:19.91	Joint Base Elmendorf - Richardson	15	Elmendorf (HD 15)	CAP 			Craig Christenson	9074286003	0	A continuation of the FY21 Mass Notification Project. The Project will enable the continued  implementation a Mass Notification System in facilities occupied by State of Alaska employees, United States Coast Guard and Alaska Army National Guard personnel in accordance with Department of Defense (DoD) Unified Facilities Criteria (UFC) 4-021-01 DESIGN AND O&M: MASS NOTIFICATION SYSTEMS (2010) improving safety and security by providing alerts and real-time instruction during a crisis.			X	2500000	2500000																														
4616	Final FY2022 HB69 / HB71	2022	62863	70	Department of Fish and Game	22_budget/Fish/Enacted/2022proj62863.pdf	5	11	AP	Copper River Boat Launch Facilities Improvements		N	N	9	Transportation	39	Parks / Recreation	O	NA	N	0	F2LF	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:12.93	LASHOOP	7/7/2021 09:14:40.643	Chitina	6	Eielson/Denali/Upper Yukon/Border (HD 6)	CAP 	Tim Viavant	9074597266	Dave Rutz	9072672150	0	This project establishes a match appropriation to meet the Federal Lands Access Projects (FLAP) grant award the Department of Transportation & Public Facilities has received. This allows the department to improve/enhance parking issues on the McCarthy Road Boat Access site near the McCarthy Bridge and inside the Wrangell-St.Elias National Park and Preserve. This access site is an important entry point for users to both the Glennallen subsistence fishery and the Chitina dipnet fishery on the Copper River. Trespassing and parking issues have been contentious for a number of years at this access point and have required a number of multi-agency meetings to resolve.			X							165000																									
4616	Final FY2022 HB69 / HB71	2022	62874	130	Department of Natural Resources	22_budget/DNR/Enacted/2022proj62874.pdf	7	10	AP	Land Sales - New Subdivision Development		N	N	8	Development	2	Renewal and Replacement	G	NA	N	0	NH70	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:20.433	LASHOOP	7/7/2021 11:05:22.303	Statewide	99	Statewide (HD 1-40)	CAP 	Marty Parsons	9072698525	Cheri Lowenstein	9074652422	40	This project fulfills the legislative mandate to provide land for Alaskans. This CIP would authorize DNR to propose, design, and develop new subdivisions under statutory requirements. New subdivisions require surveys, appraisals, wetlands delineations, topographical surveys, archaeological surveys, field inspections, access location, road conception, and rights-of-way brushing. If this CIP is fully funded, DNR intends to offer new parcels for sale in FY20, FY21, and FY22. The land sales program contributes to the development of state land, gives Alaskans throughout the State an opportunity to purchase land, puts money into the private sector through service contracts, and creates an income base for the State			X																				500000												
4616	Final FY2022 HB69 / HB71	2022	62895	130	Department of Natural Resources	22_budget/DNR/Enacted/2022proj62895.pdf	18	10	AP	EVOS Kenai River Bookey Parcel Purchase		N	Y	8	Development	39	Parks / Recreation	O	NA	N	0	NH86	NA  		0	7/1/2020	6/30/2025	SRWILLHOITE	6/30/2021 10:58:21.043	LASHOOP	7/7/2021 10:57:51.113	Kenai Peninsula Borough	90	Kenai Areawide (HD 29-31)	CAP 	Sylvia Kreel	9074653177	Cheri Lowenstein	9074652422	0	This project encompasses the acquisition of a 34.76 acre parcel immediately adjacent to the Alaska State Parks Eagle Rock Boat Launch on the Kenai River. The parcel is located at river mile 11.5 on the lower Kenai River within the zone of the Kenai River Special Management Area. The uplands on the Bookey parcel will be utilized to provide increased recreational opportunities on the Kenai River and expanded opportunities for public access through new road access, floating docks and additional parking adjacent to the Eagle Rock Boat Launch. Wetlands near the river bank will be conserved for their natural habitat values.			X						2300000																										
4616	Final FY2022 HB69 / HB71	2022	62961	130	Department of Natural Resources	22_budget/DNR/Enacted/2022proj62961.pdf	14	10	AP	Statewide Firebreak Construction Program		N	N	5	Natural Resources	34	Life / Health / Safety	N	NA	N	0	NH81	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:20.777	LASHOOP	7/7/2021 10:58:05.5	Statewide	99	Statewide (HD 1-40)	CAP 			Cheri Lowenstein	9074652422	0	This project will fund a statewide Firebreak Construction Program.			X	0				0																						10000000					
4616	Final FY2022 HB69 / HB71	2022	63122	160	Department of Transportation/Public Facilities	22_budget/Trans/Enacted/2022proj63122.pdf	3	25	AP	Weigh Station Scale Repairs		N	N	10	General Government	6	Construction	O	NA	N	0	TE12	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:23.8	SRWILLHOITE	6/30/2021 10:58:23.8	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	This request will provide much needed repair or replacement of scale components necessary to continue to operate weigh stations.  Major issues needing to be remedied include scale software, signage, scale decks, foundations, and pavement surfaces.			X			1000000																													
4616	Final FY2022 HB69 / HB71	2022	63126	20	Department of Commerce, Community, and Economic Development	22_budget/DCCED/Enacted/2022proj63126.pdf	4	8	AP	Alaska Energy Authority -  Alaska Cargo and Cold Storage		N	N	8	Development	16	Energy	O	NA	N	0	DF0K	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:11.703	SRWILLHOITE	6/30/2021 10:58:11.703	Statewide	99	Statewide (HD 1-40)	CAP 			Curtis Thayer	9077713000	0	The Alaska Energy Authority and Alaska Cargo and Cold Storage (ACCS) are partnering to construct a cargo storage and warehouse facility at the Ted Steven Anchorage International Airport. Through this partnership, ACCS will develop a state-of-the art facility that is exceptionally energy efficient by maximizing available renewable and energy efficient technologies. This project request is funded with federal United States Department of Energy funds through the Better Utilizing Investments to Leverage Development (BUILD) grant. 	No state match is required.		X	21000000																															
4616	Final FY2022 HB69 / HB71	2022	63131	20	Department of Commerce, Community, and Economic Development	22_budget/DCCED/Enacted/2022proj63131.pdf	3	8	AP	AMCO Enforcement Case Management and Investigations Report Writing System		N	N	8	Development	36	Information Technology / Systems / Communication	O	NA	N	0	DF0J	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:11.627	SRWILLHOITE	6/30/2021 10:58:11.627	Statewide	99	Statewide (HD 1-40)	CAP 	Glen Klinkhart	9072690350	Micaela Fowler	9074652506	0	"The Alcohol and Marijuana Control Office (AMCO) does not currently have an enforcement case management or investigative system. AMCO’s enforcement team manages both regulatory (non-criminal) and criminal investigations, and requires a software application to track cases, store documents and digital evidence, and generate reports.

This software will be funded 50% by marijuana licensing receipts and 50% by general funds to support the alcohol portion of the project."	AMCO previously used the Department of Public Safety's ARMS database for case management, but access to that system is no longer available. Since that system became unavailable, AMCO has used a combination of paper tracking and spreadsheet monitoring, but does not have an alternative for a case management system.		X			100000	100000																												
4616	Final FY2022 HB69 / HB71	2022	63137	130	Department of Natural Resources	22_budget/DNR/Enacted/2022proj63137.pdf	16	10	AP	EVOS Eagle Rock (Bookey Parcel) Improvements		N	Y	5	Natural Resources	31	Economic Assistance	N	NA	N	0	NH83	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:20.967	LASHOOP	7/7/2021 11:05:35.097	Eagle River (Chugach State Park)	14	Eagle River/Chugach State Park (HD 14)	CAP 	Ricky Gease		Cheri Lowenstein	9074652422	0	This funding request is independent of previous EVOS-funded projects in FY2018 and FY2020. Parking at the existing Eagle Rock facility is very limited compared to the demand and overflows into a ditch line at the other side of the Kenai Spur Highway causing boaters to run across the busy highway. This project will remedy those two major issues by (1) constructing a 60-stall parking facility at the Bookey Parcel, suitable for truck with trailer design vehicle, and (2) constructing an access road directly off of Kenai Spur Highway, through the Bookey Parcel, and into Eagle Rock, completely bypassing the residential neighborhood. 			X						6419010																										
4616	Final FY2022 HB69 / HB71	2022	63141	130	Department of Natural Resources	22_budget/DNR/Enacted/2022proj63141.pdf	1	10	AP	Agriculture Specialty Crop Block Grant		N	N	5	Natural Resources	34	Life / Health / Safety	G	NA	N	0	NH00	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:20.067	LASHOOP	7/7/2021 11:01:07.63	Statewide	99	Statewide (HD 1-40)	CAP 	David Schade	9077613867	Cheri Lowenstein	9074652422	0	The Department of Natural Resources, Division of Agriculture, requests federal grant receipt authority for the Specialty Crop Block Grant, Technical Specialty Crop Block Program, Food Security Micro-Grant, and other federal programs awarded to and managed by the division.			X	4500000																															
4616	Final FY2022 HB69 / HB71	2022	63151	160	Department of Transportation/Public Facilities	22_budget/Trans/Enacted/2022proj63151.pdf	21	25	AL	Alaska International Airport System Reimbursable Projects		N	N	12	Fund Transfers	6	Construction	O	NA	N	7470	TE21	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:26.147	SRWILLHOITE	6/30/2021 10:58:26.147	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	Reimbursable authority is required to allow the Alaska International Airport System to bill entities for non-federal and non-state participating work.			X	5000000								5000000																							
4616	Final FY2022 HB69 / HB71	2022	63160	140	Department of Public Safety	22_budget/PublicSafety/Enacted/2022proj63160.pdf	8	12	AP	Alaska Wildlife Troopers Marine Enforcement Repair and Replacement		N	N	7	Public Protection	34	Life / Health / Safety	N	NA	N	0	PX01	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:22.653	SRWILLHOITE	6/30/2021 10:58:22.653	Statewide	99	Statewide (HD 1-40)	CAP 			Elizabeth Dunayski	9074652169	0	"Maintenance is critical for the following vessels:

P/V Stimson Shipyard: $1,500,000 UGF
P/V Cama’i Haulout: $400,000 UGF
Medium/Small Class Upgrades: $500,000 UGF"	These vessels are critical in protecting life, health, and provide public safety in the State of Alaska. 		X	0				0																						1400000					
4616	Final FY2022 HB69 / HB71	2022	63164	140	Department of Public Safety	22_budget/PublicSafety/Enacted/2022proj63164.pdf	9	12	AP	Boating Upgrades, Haul Outs, and Vessel Replacement		N	N	7	Public Protection	34	Life / Health / Safety	N	NA	N	0	PX02	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:22.683	SRWILLHOITE	6/30/2021 10:58:22.683	Statewide	99	Statewide (HD 1-40)	CAP 			Elizabeth Dunayski	9074652169	0	This project replaces two medium class vessels that were decommissioned in 2019 due to not being seaworthy and were deemed unsafe. The large/medium class vessels are critical in protecting life, health, and safety in Alaska.			X	0				0																						500000					
4616	Final FY2022 HB69 / HB71	2022	63167	140	Department of Public Safety	22_budget/PublicSafety/Enacted/2022proj63167.pdf	1	12	AP	Fire & Life Safety Vehicles		N	N	7	Public Protection	34	Life / Health / Safety	N	NA	N	0	PF00	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:22.247	SRWILLHOITE	6/30/2021 10:58:22.247	Statewide	99	Statewide (HD 1-40)	CAP 			Elizabeth Dunayski	9074652169	0	Purchase 2 new vehicles to support new positions and allow for efficient Fire and Life Safety response. This request includes essential FLS enforcement equipment for vehicle upfits, such as radio, center console, inverter, red/blue lights, push bumper, locking gun box, and tool vault with slide out tray. 			X			150000																													
4616	Final FY2022 HB69 / HB71	2022	63168	140	Department of Public Safety	22_budget/PublicSafety/Enacted/2022proj63168.pdf	7	12	AP	Crime Laboratory Equipment Replacement		N	N	7	Public Protection	34	Life / Health / Safety	N	NA	N	0	PL03	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:22.607	SRWILLHOITE	6/30/2021 10:58:22.607	Statewide	99	Statewide (HD 1-40)	CAP 			Elizabeth Dunayski	9074652169	0	Replace aging gas chromatograph/mass spectrometer and purchase a vacuum metal deposition mid-level chamber.			X			300000																													
4616	Final FY2022 HB69 / HB71	2022	63203	90	Department of Health & Social Services	22_budget/HSS/Enacted/2022proj63203.pdf	10	6	AL	Juneau Pioneer Home ADA-Compliant Courtyard		N	Y	4	Health/Human Services	6	Construction	O	NA	N	63240	H566	NA  	Various	0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:19.393	LASHOOP	7/7/2021 10:43:01.295	Juneau Areawide	80	Juneau Areawide (HD 33-34)	CAP 	Amy Burke	9074651624	Amy Burke	9074651624	0	The Juneau Pioneer Home’s paved courtyard is 32 years old with broken walkways that lead to dead ends. The walkways and side rails do not meet Americans with Disabilities Act (ADA) standards. These issues were raised by ADA inspectors more than eight years ago and need to be addressed. 	This is the first and only year of the project.		X			424000																													
4616	Final FY2022 HB69 / HB71	2022	63205	90	Department of Health & Social Services	22_budget/HSS/Enacted/2022proj63205.pdf	7	6	AL	Ketchikan Pioneer Home HVAC Intake Damper Assembly		N	Y	4	Health/Human Services	16	Energy	O	NA	N	63240	H563	NA  	Various	0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:25.257	SRWILLHOITE	6/30/2021 10:58:25.257	Ketchikan Gateway Borough	36	Ketchikan/Wrangell/Metlakatla/Hydaburg (HD 36)	CAP 	Amy Burke	9074651624	Amy Burke	9074651624	0	The Ketchikan Pioneer Home is a 35,000+ square foot three story building that houses 45 vulnerable adults with 60+ staff members. Airflow is inadequate due to rusted louvers and control rods which have rusted off, which affects the ability to maintain heating and cooling of the building. Inadequate airflow has the potential to negatively impact the residents' comfort and adversely affect the health of elders. The heating, ventilation and air conditioning (HVAC) system is important to continue to meet the air filtration guidelines for infection control purposes and COVID-19.	This is the first and only year of the project.		X			76500																													
