scenario_id	scen_name	fiscal_year	refnum	dept_sort	dept_name	web_folder	proj_order	dept_num	apal	proj_title	trans_type	front_sect	amend	category_num	category_name	proj_type_num	proj_type_name	proj_class	bill_group	mental_health	ap_refnum	iris_ar_type	grant_type	recipient	agency_priority	beg_date	end_date	create_by	create_time	change_by	change_time	loc_location	hd	hd_name	budget	manager	manager_phone	contact	contact_phone	fed_percent	summary	comments	intent	fed_match	1002 Fed Rcpts	1003 GF/Match	1004 Gen Fund	1005 GF/Prgm	1024 Fish/Game	1026 HwyCapital	1027 IntAirport	1037 GF/MH	1052 Oil/Haz Fd	1061 CIP Rcpts	1063 NPR Fund	1075 Cln Wtr Fd	1076 Marine Hwy	1092 MHTAAR	1100 Drk Wtr Fd	1108 Stat Desig	1139 AHFC Div	1147 PublicBldg	1153 State Land	1179 PFC 	1195 Snow Rcpts	1197 AK Cap Fnd	1205 Ocn Ranger	1210 Ren Energy	Non Funded Appropriations
5469	FY2026 Governor	2026	63530	16	Department of Transportation and Public Facilities		37	25	AL	TSAIA: Environmental Projects		N	N	9	Transportation	6	Construction	G	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 10:04	Anchorage Areawide	50	Anchorage Areawide (HD 9-24)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"This project consists of capital projects associated with ensuring Ted Stevens Anchorage International Airport (TSAIA) maintains compliance with all local, state, and federal laws. The airport is required to maintain compliance with all applicable environmental laws like any other industrial facility. Failure to maintain or come into compliance in a timely manner can result in fines and interruptions in normal airport operations. This project contributes to the department's mission by improving the mobility of people and goods through service and infrastructure."			X							228980																		
5469	FY2026 Governor	2026	63531	16	Department of Transportation and Public Facilities		38	25	AL	TSAIA: Equipment		N	N	9	Transportation	35	Equipment / Commodities	G	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	11/14/2024 9:17	Anchorage Areawide	50	Anchorage Areawide (HD 9-24)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"Purchase equipment (heavy equipment, light trucks, police vehicles, etc.) to replace equipment that has reached the end of its useful life and additional equipment and vehicles as necessary to meet the operational and support needs of the airport. This project contributes to the department's mission by reducing injuries, fatalities, and property damage and by improving the mobility of people and goods."			X	2125076						2730587																		
5469	FY2026 Governor	2026	63532	16	Department of Transportation and Public Facilities		39	25	AL	"TSAIA: Facility Improvements, Renovations, and Upgrades"		N	N	9	Transportation	5	Renovation and Remodeling	G	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 10:05	Anchorage Areawide	50	Anchorage Areawide (HD 9-24)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"Facility improvements, renovations, and upgrades associated with normal deterioration, equipment failures, mechanical upgrades, and building modifications. This includes the North/South Terminals, new and old field maintenance buildings, quick turn facility, airport rescue and firefighting, lighting vaults, and airport parking garage/support buildings. Miscellaneous small projects are identified and need to be implemented in a timely manner to address aesthetics, safety issues, functionality, security concerns, building efficiency, etc. This project contributes to the department's mission by improving the mobility of people and goods through service and infrastructure."			X							3060797																		
5469	FY2026 Governor	2026	66307	16	Department of Transportation and Public Facilities		40	25	AL	TSAIA: Dispatch Room Relocation		N	N	9	Transportation	5	Renovation and Remodeling	O	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:06	Anchorage Areawide	50	Anchorage Areawide (HD 9-24)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"Relocate the Airport Communication Center and its staff to the Aircraft Rescue Fire Fighting (ARFF) Facility to facilitate better communication and coordination on the airfield with the Airport Police and Fire department. Improvements would include architectural, structural, mechanical, and electrical upgrades to the third floor of the ARFF."			X							5000000																		
5469	FY2026 Governor	2026	66308	16	Department of Transportation and Public Facilities		41	25	AL	TSAIA: GIS and Utility Mapping		N	N	9	Transportation	6	Construction	O	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:06	Anchorage Areawide	50	Anchorage Areawide (HD 9-24)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"Produce accurate mapping of all utilities on the airport in both AutoCAD and Geographic Information System (GIS) formats. Airport Facilities and Airfield Maintenance are responsible for location utilities on the airport. Their mapping is not accurate or up to date, which could lead to improperly located utilities and the airport could be liable for any damages."			X							2000000																		
5469	FY2026 Governor	2026	66309	16	Department of Transportation and Public Facilities		42	25	AL	TSAIA: Solar Panel Installation		N	N	9	Transportation	6	Construction	O	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:07	Anchorage Areawide	50	Anchorage Areawide (HD 9-24)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	Install Photovoltaic Solar Panels on airport property for generation of electrical power. This is needed to reduce dependency on local electrical utility power.			X	700000																								
5469	FY2026 Governor	2026	66310	16	Department of Transportation and Public Facilities		43	25	AL	TSAIA: Sand and Chemical Storage Facility Renewal		N	N	9	Transportation	6	Construction	O	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:07	Anchorage Areawide	50	Anchorage Areawide (HD 9-24)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"Quick Turn Facility 132, built in 2005, houses sand and de-icing chemicals necessary for safe airport operations. The building needs repair due to the corrosive nature of the building’s contents. This will extend the useful life of the building."			X	3500000																								
5469	FY2026 Governor	2026	66311	16	Department of Transportation and Public Facilities		44	25	AL	TSAIA: Improve Airport Drainage Outfall		N	N	9	Transportation	6	Construction	O	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:08	Anchorage Areawide	50	Anchorage Areawide (HD 9-24)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	Modify Storm Drainage Outfall D as necessary to reduce foaming. This is necessary to fulfill obligations under a compliance order by consent between Ted Stevens Anchorage International Airport and the Alaska Department of Environmental Conservation.			X	6100000																								
5469	FY2026 Governor	2026	66312	16	Department of Transportation and Public Facilities		45	25	AL	"TSAIA: LHD Aprons A, B, E and Taxiway E Surface Seal"		N	N	9	Transportation	6	Construction	O	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:08	Anchorage Areawide	50	Anchorage Areawide (HD 9-24)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"Rejuvenating the asphalt surface with a seal coat will help preserve the pavement for its expected useful life. It will reduce joint repairs, crack sealing, premature raveling, and protect the asphalt surface from distresses caused by freeze-thaw cycles and demanding maintenance activities such as snow removal. If these surfaces are not sealed, they will continue to deteriorate and require a more expensive pavement rehabilitation project."			X	1500000																								
5469	FY2026 Governor	2026	66313	16	Department of Transportation and Public Facilities		46	25	AL	TSAIA: Taxiway Z West Extension Phase 1		N	N	9	Transportation	6	Construction	O	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/6/2024 11:21	Anchorage Areawide	50	Anchorage Areawide (HD 9-24)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"Additional funding needed for the first of several phases to extend Taxiway Z West, providing a full-length parallel taxiway for Runway 7R/25L. The taxiway will increase operational efficiency for large aircraft use and provides a connection to new airport development south of the runway."			X	17000000																								
5469	FY2026 Governor	2026	64935	16	Department of Transportation and Public Facilities		47	25	AL	TSAIA: Passenger Boarding Bridges		N	N	9	Transportation	6	Construction	G	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:11	Anchorage Areawide	50	Anchorage Areawide (HD 9-24)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"Purchase and install new passenger boarding bridges (PBB) at the terminal. New bridges are needed because the current boarding bridges are in poor condition, maintenance costs are high, and finding replacement parts is difficult. This project contributes to the department's mission by reducing injuries, fatalities, and property damage and by improving the mobility of people and goods, and lowering energy, operations, and maintenance costs."			X	13574898																			6996000					
5469	FY2026 Governor	2026	63549	16	Department of Transportation and Public Facilities		48	25	AL	FIA: Advanced Project Design and Planning		N	N	9	Transportation	6	Construction	G	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 10:11	Fairbanks Areawide	60	Fairbanks Areawide (HD 31 - 35)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"Complete planning analysis, financing plans, preliminary engineering, environmental surveying, geotechnical investigation, cost estimating, feasibility analysis, and design of future capital improvement projects to prepare for future airport and tenant development. This is needed to do advance work on projects to better define their scope and cost prior to initiation of the final design and construction."			X							228980																		
5469	FY2026 Governor	2026	64932	16	Department of Transportation and Public Facilities		49	25	AL	FIA: Airfield Pavement Reconstruction and Maintenance		N	N	9	Transportation	6	Construction	G	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:15	Fairbanks Areawide	60	Fairbanks Areawide (HD 31 - 35)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"Reconstruct airfield pavement, including runways, taxiways, taxilanes, aircraft parking aprons, as they reach the end of their useful life and perform maintenance work such as crack filling and sealing and spot repairs."			X	322003																								
5469	FY2026 Governor	2026	63550	16	Department of Transportation and Public Facilities		50	25	AL	FIA: Annual Improvements		N	N	9	Transportation	6	Construction	G	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:16	Fairbanks Areawide	60	Fairbanks Areawide (HD 31 - 35)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"Annual funding to meet airport needs for unanticipated airfield and landside projects and needs that arise during the year. Used to make improvements, correct minor deficiencies, and solve problems created by unforeseen circumstances at the airport. Examples include projects to address deterioration, failures or damage to existing facilities, obsolete facilities, and changed operational federal requirements. This project contributes to the department's mission by improving the mobility of people and goods through service and infrastructure."			X							537619																		
5469	FY2026 Governor	2026	63551	16	Department of Transportation and Public Facilities		51	25	AL	FIA: Environmental Projects		N	N	9	Transportation	6	Construction	G	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:16	Fairbanks Areawide	60	Fairbanks Areawide (HD 31 - 35)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"This project consists of capital projects associated with ensuring Fairbanks International Airport (FIA) maintains compliance with all local, State, and federal laws. FIA is required to maintain compliance with all applicable environmental laws like any other industrial facilities. Failure to maintain or come into compliance in a timely manner can result in fines and interruptions in normal airport operations. This project contributes to the department's mission by improving the mobility of people and goods."			X							343470																		
5469	FY2026 Governor	2026	63552	16	Department of Transportation and Public Facilities		52	25	AL	FIA: Equipment		N	N	9	Transportation	35	Equipment / Commodities	G	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:17	Fairbanks Areawide	60	Fairbanks Areawide (HD 31 - 35)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"This project will replace airport operations, safety, and maintenance equipment that has reached the end of its useful life. This equipment is critical to operating the airport in a safe and efficient manner. No fees are set aside automatically through rental rates; therefore, the method of replacement is through budgeting to replace worn out and obsolete equipment."			X	2698406						891310																		
5469	FY2026 Governor	2026	63553	16	Department of Transportation and Public Facilities		53	25	AL	"FIA: Facility Improvements, Renovations, and Upgrades"		N	N	9	Transportation	5	Renovation and Remodeling	G	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:18	Fairbanks Areawide	60	Fairbanks Areawide (HD 31 - 35)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"Provide miscellaneous facility improvements, renovations, and upgrades associated with normal deterioration, equipment failures, mechanical upgrades, changing operational needs, changing security requirements, enhanced aesthetics, and other modifications at any of the airport-owned building-type facilities. Examples of the types of projects that may be undertaken include replacement of automatic and overhead doors, lighting fixtures, escalators and elevators, heating ventilation and air conditioning/mechanical, telecommunications, security, roofing, and access systems."			X							343470																		
5469	FY2026 Governor	2026	63554	16	Department of Transportation and Public Facilities		54	25	AL	FIA: Information Technology Improvements		N	N	9	Transportation	36	Information Technology / Systems / Communication	G	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:19	Fairbanks Areawide	60	Fairbanks Areawide (HD 31 - 35)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"Install new/updated technologies and replace aging or no longer supported hardware on a planned basis to decrease the likelihood that airport operations are hindered by delays in data, information transmission, and access. Current projection of work under this project is to replace/upgrade operational workstations, servers, switches, and miscellaneous information technology infrastructure necessary for airport operability and/or when the life cycle is expired."			X							228980																		
5469	FY2026 Governor	2026	66314	16	Department of Transportation and Public Facilities		55	25	AL	FIA: Terminal North Apron Improvements		N	N	9	Transportation	6	Construction	O	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	11/14/2024 9:18	Fairbanks Areawide	60	Fairbanks Areawide (HD 31 - 35)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	Strengthen a portion of the north terminal apron to support larger aircraft.			X	3500000																								
5469	FY2026 Governor	2026	66315	16	Department of Transportation and Public Facilities		56	25	AL	FIA: Master Plan Update		N	N	9	Transportation	33	Research / Studies / Planning	O	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:19	Fairbanks Areawide	60	Fairbanks Areawide (HD 31 - 35)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"Update the existing 2014 Fairbanks International Airport Master Plan to guide airport development. The Master Plan will identify future development needed to meet aviation demand in a safe, efficient, and fiscally responsible way."			X	2500000																								
5469	FY2026 Governor	2026	64938	16	Department of Transportation and Public Facilities		57	25	AL	FIA: Security/Perimeter Fencing Improvements 2024		N	N	9	Transportation	6	Construction	O	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:20	Fairbanks Areawide	60	Fairbanks Areawide (HD 31 - 35)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"This project will upgrade and replace fencing and gates around the air operation area gates including, but not limited to 17, 23, 24, 26, 29, 51, and adjacent security fencing."			X	400000																								
5469	FY2026 Governor	2026	66316	16	Department of Transportation and Public Facilities		58	25	AL	FIA: Rehabilitate South Deicing Basin		N	N	9	Transportation	6	Construction	O	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	11/14/2024 9:18	Fairbanks Areawide	60	Fairbanks Areawide (HD 31 - 35)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	This project will reconstruct the south deicing basin as it’s beginning to lose containment of deicing fluid.			X	3000000																								
5469	FY2026 Governor	2026	65526	16	Department of Transportation and Public Facilities		59	25	AL	AIAS: International Airport System Pre-Construction		N	N	9	Transportation	6	Construction	G	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:21	Statewide	99	Statewide (HD 1 - 40)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"This project provides funding authority to cover project costs for work required before a grant application can be submitted to the Federal Aviation Administration (FAA). This work includes planning, environmental analysis, preliminary engineering, geo-technical analysis, design, utility agreements/relocations, construction permits, and right-of-way activities (acquisition, permitting, appraisal, plotting, etc.)"			X	8835793																								
5469	FY2026 Governor	2026	47810	16	Department of Transportation and Public Facilities		60	25	AL	AIAS: International Airports Systems Overruns and Other Projects		N	N	9	Transportation	6	Construction	G	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 10:22	Statewide	99	Statewide (HD 1 - 40)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	This project provides funds for unanticipated increases in project costs and for new projects for the Alaska International Airport System (AIAS) in Anchorage and Fairbanks. This will avoid unnecessary delays in unanticipated projects and maximize capture of federal revenue from the Federal Aviation Administration for projects outlined within the operating agreement between the airlines and the Alaska International Airports System.			X	21631385						24793147																		
5469	FY2026 Governor	2026	66317	16	Department of Transportation and Public Facilities		61	25	AL	Adak Loader (Replace 36088)		N	N	9	Transportation	2	Renewal and Replacement	N	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:23	Adak	37	Bristol Bay/Aleutians/Kuspuk (HD 37)	CAP 	Christopher Goins	9074651763	Dom Pannone	9074652956	95	Replace loader 921 36088 (2006). This piece of equipment has met its useful life and is in poor condition. The company that manufactured this equipment was bought out and the new company no longer sells replacement parts for this model.	ACIP UPIN# RA00322		X	950000																								
5469	FY2026 Governor	2026	66318	16	Department of Transportation and Public Facilities		62	25	AL	Replace Akiachak Grader		N	N	9	Transportation	2	Renewal and Replacement	N	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:23	Akiachak	38	Lower Kuskokwim (HD 38)	CAP 	Sean Holland	9072690770	Dom Pannone	9074652956	95	"This piece of equipment has exceeded its useful life, leading to increased maintenance costs and frequent downtime. Its performance has degraded, which negatively impacts operational efficiency and safety. Replacing this equipment is essential to ensure reliability, reduce operational risks, and avoid higher costs associated with potential failures. The new equipment will improve performance, increase productivity, and provide a safer working environment."	ACIP UPIN# RA00814		X	475000																								
5469	FY2026 Governor	2026	66319	16	Department of Transportation and Public Facilities		63	25	AL	Aviation System Plan Update (FFY2026)		N	N	9	Transportation	33	Research / Studies / Planning	G	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:24	Statewide	99	Statewide (HD 1 - 40)	CAP 	Troy LaRue	9072690724	Dom Pannone	9074652956	95	Conduct system planning efforts under the Alaska Aviation System Plan for federal fiscal year 2026.	ACIP UPIN# RA00557		X	2000000																								
5469	FY2026 Governor	2026	66320	16	Department of Transportation and Public Facilities		64	25	AL	Barrow Pavement Markings and Crack Seal		N	N	9	Transportation	2	Renewal and Replacement	N	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:25	Utqiagvik	40	Arctic (HD 40)	CAP 	Katherine Keith	9072808579	Dom Pannone	9074652956	95	"Surface preservation maintenance to extend the lifecycle of the runway, taxiway and apron surfaces. R&R markings and clean and crack seal on runway, taxiway, and apron. Sealing cracks prevents surface moisture from entering the pavement structure. State funds are used to annually apply crack seal in off years."	ACIP UPIN# RA00683		X	95000																								
5469	FY2026 Governor	2026	66321	16	Department of Transportation and Public Facilities		65	25	AL	"Bethel Taxiway, Apron, Fencing Improvements, and Service Road - Stage 1"		N	N	9	Transportation	2	Renewal and Replacement	Q	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/6/2024 11:09	Bethel	38	Lower Kuskokwim (HD 38)	CAP 	Sean Holland	9072690770	Dom Pannone	9074652956	95	"The project proposes to reconstruct or rehabilitate portions of the Bethel West Apron, Taxiway/Taxilane G, and the aircraft rescue and firefighting/snow removal equipment building apron. The project also includes constructing an interior (airside) perimeter service road and replacing airport perimeter fencing and gates. Other improvements include resealing apron pavement and replacing Taxilane G lighting. Federal fiscal year (FFY) 2026 stage 1 will construct the embankment for the service road and partially reconstruct the taxiway and apron. In FFY2027, remaining work will be completed."	ACIP UPIN# RA00291		X	26942950																								
5469	FY2026 Governor	2026	66322	16	Department of Transportation and Public Facilities		66	25	AL	Bethel Broom/Blower		N	N	9	Transportation	35	Equipment / Commodities	N	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:27	Bethel	38	Lower Kuskokwim (HD 38)	CAP 	Sean Holland	9072690770	Dom Pannone	9074652956	95	"Purchase and deliver snow removal equipment. Broom/blower combo to replace 37715 (2009). This piece of equipment has exceeded its useful life, leading to increased maintenance costs and frequent downtime. Its performance has degraded, which negatively impacts operational efficiency and safety. Replacing this equipment is essential to ensure reliability, reduce operational risks, and avoid higher costs associated with potential failures. The new equipment will improve performance, increase productivity, and provide a safer working environment."	ACIP UPIN# RA00665		X	760000																								
5469	FY2026 Governor	2026	66323	16	Department of Transportation and Public Facilities		67	25	AL	Bethel Loader		N	N	9	Transportation	35	Equipment / Commodities	N	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	11/14/2024 9:18	Bethel	38	Lower Kuskokwim (HD 38)	CAP 	Sean Holland	9072690770	Dom Pannone	9074652956	95	"Purchase and deliver snow removal equipment loader with 4 CY bucket. This piece of equipment has exceeded its useful life, leading to increased maintenance costs and frequent downtime. Its performance has degraded, which negatively impacts operational efficiency and safety. Replacing this equipment is essential to ensure reliability, reduce operational risks, and avoid higher costs associated with potential failures. The new equipment will improve performance, increase productivity, and provide a safer working environment."	ACIP UPIN# RA00666		X	475000																								
5469	FY2026 Governor	2026	66324	16	Department of Transportation and Public Facilities		68	25	AL	Cordova Multi Carrier (Replace 37388 Rotary Plow)		N	N	9	Transportation	35	Equipment / Commodities	N	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:27	Cordova	5	Kodiak/Seward/Cordova (HD 5)	CAP 	Katherine Keith	9072808579	Dom Pannone	9074652956	95	Replace rotary plow 37388 with a new multi carrier. This piece of equipment has met its useful life and is in poor condition. This piece of equipment is critical in the removal of snow at the airport.	ACIP UPIN# RA00743		X	855000																								
5469	FY2026 Governor	2026	66325	16	Department of Transportation and Public Facilities		69	25	AL	Dillingham Tow Broom		N	N	9	Transportation	35	Equipment / Commodities	N	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:28	Dillingham	37	Bristol Bay/Aleutians/Kuspuk (HD 37)	CAP 	Sean Holland	9072690770	Dom Pannone	9074652956	95	"Replace tow broom 39300. This piece of equipment has exceeded its useful life, leading to increased maintenance costs and frequent downtime. Its performance has degraded, which negatively impacts operational efficiency and safety. Replacing this equipment is essential to ensure reliability, reduce operational risks, and avoid higher costs associated with potential failures. The new equipment will improve performance, increase productivity, and provide a safer working environment."	ACIP UPIN# RA00669		X	570000																								
5469	FY2026 Governor	2026	66326	16	Department of Transportation and Public Facilities		70	25	AL	Dillingham Truck (Tow Behind Broom)		N	N	9	Transportation	35	Equipment / Commodities	N	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:28	Dillingham	37	Bristol Bay/Aleutians/Kuspuk (HD 37)	CAP 	Sean Holland	9072690770	Dom Pannone	9074652956	95	"Replace truck 37091 used to pull a tow behind broom. Purchase and deliver snow removal equipment. This piece of equipment has exceeded its useful life, leading to increased maintenance costs and frequent downtime. Its performance has degraded, which negatively impacts operational efficiency and safety. Replacing this equipment is essential to ensure reliability, reduce operational risks, and avoid higher costs associated with potential failures. The new equipment will improve performance, increase productivity, and provide a safer working environment."	ACIP UPIN# RA00668		X	380000																								
5469	FY2026 Governor	2026	66327	16	Department of Transportation and Public Facilities		71	25	AL	Elim Resurfacing and Dust Palliative		N	N	9	Transportation	2	Renewal and Replacement	N	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JRSTERN1	12/5/2024 14:49	Elim	39	Bering Straits/Yukon Delta (HD 39)	CAP 	Katherine Keith	9072808579	Dom Pannone	9074652956	95	"Resurface and apply dust palliative to runway, taxiway, apron, and airport access road. Application of dust palliative reduces the amount of loss fines from prop wash and winter snow removal activities, providing a smooth gravel surface that minimizes damage to aircraft and prolongs the life of the gravel surface."	ACIP UPIN# RA00655		X	389500																								
5469	FY2026 Governor	2026	66328	16	Department of Transportation and Public Facilities		72	25	AL	Fort Yukon Loader (Replace 36649)		N	N	9	Transportation	35	Equipment / Commodities	N	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:29	Fort Yukon	36	Copper River/Delta/Tok/Yukon (HD 36)	CAP 	Katherine Keith	9072808579	Dom Pannone	9074652956	95	Replace loader 36649 with a new loader. This piece of equipment has met its useful life and is in poor condition. This piece of equipment is critical in the removal of snow at the airport.	ACIP UPIN# RA00677		X	456000																								
5469	FY2026 Governor	2026	66329	16	Department of Transportation and Public Facilities		73	25	AL	Galena Loader and Snow Blower		N	N	9	Transportation	35	Equipment / Commodities	N	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:30	Galena	36	Copper River/Delta/Tok/Yukon (HD 36)	CAP 	Katherine Keith	9072808579	Dom Pannone	9074652956	95	Replace loader 35028 with a new loader and snow blower. This piece of equipment has met its useful life and is in poor condition. This piece of equipment is critical in the removal of snow at the airport.	ACIP UPIN# RA00678		X	788500																								
5469	FY2026 Governor	2026	66330	16	Department of Transportation and Public Facilities		74	25	AL	Golovin Resurfacing and Dust Palliative		N	N	9	Transportation	2	Renewal and Replacement	N	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:31	Golovin	39	Bering Straits/Yukon Delta (HD 39)	CAP 	Katherine Keith	9072808579	Dom Pannone	9074652956	95	"Resurface and apply dust palliative to runway, taxiway, apron, and airport access road. Application of dust palliative reduces the amount of loss fines from prop wash and winter snow removal activities, providing a smooth gravel surface that minimizes damage to aircraft and prolongs the life of the gravel surface."	ACIP UPIN# RA00324		X	389500																								
5469	FY2026 Governor	2026	66331	16	Department of Transportation and Public Facilities		75	25	AL	Haines Plow Truck (Replace 37389)		N	N	9	Transportation	35	Equipment / Commodities	N	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:32	Haines	3	Mendenhall Valley/Haines/Skagway/Gus	CAP 	Christopher Goins	9074651763	Dom Pannone	9074652956	95	Replace Oshkosh Carrier multi-use plow 37389 (2010). This piece of equipment has met its useful life and is in fair condition. It is recommended for replacement.	ACIP UPIN# RA00647		X	807500																								
