scenario_id	scen_name	fiscal_year	refnum	dept_sort	dept_name	web_folder	proj_order	dept_num	apal	proj_title	trans_type	front_sect	amend	category_num	category_name	proj_type_num	proj_type_name	proj_class	bill_group	mental_health	ap_refnum	iris_ar_type	grant_type	recipient	agency_priority	beg_date	end_date	create_by	create_time	change_by	change_time	loc_location	hd	hd_name	budget	manager	manager_phone	contact	contact_phone	fed_percent	summary	comments	intent	fed_match	1002 Fed Rcpts	1003 GF/Match	1004 Gen Fund	1005 GF/Prgm	1024 Fish/Game	1026 HwyCapital	1027 IntAirport	1037 GF/MH	1048 Univ Rcpt	1052 Oil/Haz Fd	1063 NPR Fund	1075 Cln Wtr Fd	1076 Marine Hwy	1082 Vessel Rep	1092 MHTAAR	1100 Drk Wtr Fd	1108 Stat Desig	1139 AHFC Div	1147 PublicBldg	1153 State Land	1166 Vessel Com	1175 BLic&Corp	1185 Elect Fund	1195 Snow Rcpts	1197 AK Cap Fnd	1200 VehRntlTax	1206 CVP Tax	1210 Ren Energy	1255 Reapprops	Non Funded Appropriations
5104	FY2024 Final Enacted HB39	2024	63553	16	Department of Transportation and Public Facilities		31	25	AL	FIA: Facility Improvements, Renovations, & Upgrades		N	Y	9	Transportation	6	Construction	N	NA	N	7470	T10I	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:43.137	SRWILLHOITE	6/16/2023 12:45:43.137	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	Provide miscellaneous facility improvements, renovations, and upgrades associated with normal deterioration, equipment failures, mechanical upgrades, changing operational needs, changing security requirements, enhanced aesthetics, and other modifications at any of the airport owned building-type facilities. Examples of the types of projects that may be undertaken include replacement of automatic and overhead doors, lighting fixtures, escalators, and elevators, HVAC/mechanical, telecommunications, security, roofing, and access systems.			X							300000																							
5104	FY2024 Final Enacted HB39	2024	63554	16	Department of Transportation and Public Facilities		32	25	AL	FIA: Information Technology Improvements		N	Y	9	Transportation	35	Equipment / Commodities	N	NA	N	7470	T18K	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:43.187	SRWILLHOITE	6/16/2023 12:45:43.187	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	Install new/updated technologies and replace aging or no longer supported hardware on a planned basis to decrease the likelihood that airport operations are hindered by delays in data, information transmission, and access. Projects include, but are not limited to, replacing/upgrading operational workstations, servers, switches, and miscellaneous information technology infrastructure necessary for airport operability and/or when the life cycle has expired.			X							200000																							
5104	FY2024 Final Enacted HB39	2024	63586	16	Department of Transportation and Public Facilities		125	25	AL	Haines Highway Reconstruction, MP 3.5-25.3		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T14Z	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:48.327	SRWILLHOITE	6/16/2023 12:45:48.327	Haines	3	Mendenhall Valley/Haines/Skagway/Gus	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Replace bridge #742 and realignment of road on either side. Widen road to 36 feet. Straighten curves to meet a 55-mph design speed. Provide a long-term solution to debris flow problems. Enhancements planned along the Chilkat River. This project will construct from Mile Point 20 to 25 (Milepost 20 to 25.3) and is one of three construction projects that fall under the Haines Highway Reconstruction design project, Need ID 2152. Other construction segments under Need IDs 26330 and 27829.	STIP Need ID: 2152		X	54168832																													
5104	FY2024 Final Enacted HB39	2024	63588	16	Department of Transportation and Public Facilities		81	25	AL	Airport Way / South Cushman Intersection Reconstruction		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T13B	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:45.997	SRWILLHOITE	6/16/2023 12:45:45.997	Fairbanks (Areawide)	60	Fairbanks Areawide (HD 31 - 35)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Reconstruct the intersection at Airport Way and Cushman Street.	"STIP Need ID: 3843
"		X	11826100																													
5104	FY2024 Final Enacted HB39	2024	63601	16	Department of Transportation and Public Facilities		146	25	AL	Nome Seppala Drive Rehabilitation		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T15R	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:49.52	SRWILLHOITE	6/16/2023 12:45:49.52	Nome	39	Bering Straits/Yukon Delta (HD 39)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Realign and rehabilitate Seppala Drive in Nome from the intersection of Bering Street to the intersection of Airport Terminal Road.	"STIP Need ID: 26085
"		X	13190650																													
5104	FY2024 Final Enacted HB39	2024	63605	16	Department of Transportation and Public Facilities		201	25	AL	Whitshed Road and Pedestrian Improvements		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T17P	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:52.633	SRWILLHOITE	6/16/2023 12:45:52.633	Kodiak	5	Kodiak/Seward/Cordova (HD 5)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Provide pedestrian accommodations along Whitshed Road from the intersection with the Copper River Highway to the intersection with Orca Inlet Drive. Approximately 0.75 miles in length.	STIP Need ID: 27049		X	8187300																812700													
5104	FY2024 Final Enacted HB39	2024	63624	16	Department of Transportation and Public Facilities		136	25	AL	Knik Goose Bay Road Reconstruction Centaur Avenue to Vine Road Stage 2		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T15H	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:48.947	SRWILLHOITE	6/16/2023 12:45:48.947	Mat-Su Areawide	70	Mat-Su Areawide (HD 9-24)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Project consists of widening the Knik-Goose Bay Road to a divided four-lane facility from Centaur Avenue (near the Parks Highway) to Vine Road, a distance of 6.44 miles. Scope includes separated bike/pedestrian facilities, appropriate safety engineering strategies such as rumble strips and reducing/combining access points that are determined to be most effective at reducing crashes along the road. Project will be constructed in two stages. The first stage of construction will be funded under Need ID 32298 and this Need ID will fund the second and final construction segment.	STIP Need ID: 24596		X	36388000																													
5104	FY2024 Final Enacted HB39	2024	63635	16	Department of Transportation and Public Facilities		131	25	AL	Hoonah Harbor Way Pedestrian Improvements and Pitt Island Cemetery Walkway		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T15C	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:48.66	SRWILLHOITE	6/16/2023 12:45:48.66	Hoonah	2	Sitka/Petersburg/Yakutat (HD 2)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Provide safe and reliable access to the community's cemetery, which is located on Pitt Island. This project will also help alleviate tourist related pedestrian congestion in the harbor area.	STIP Need ID: 33043		X	5547702																453384													
5104	FY2024 Final Enacted HB39	2024	63640	16	Department of Transportation and Public Facilities		137	25	AL	Kodiak - Otmeloi Way Reconstruction		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T15I	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:49.017	SRWILLHOITE	6/16/2023 12:45:49.017	Kodiak	5	Kodiak/Seward/Cordova (HD 5)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Reconstruct approximately one mile of Otmeloi Way. Road improvements will include grading, drainage, paving, and construction of pedestrian facilities. Realignment and lighting as needed. Upon completion, ownership, and maintenance responsibility for Otmeloi Way and associated facilities will be transferred to the Kodiak Island Borough.	STIP Need ID: 2436		X	6000000																													
5104	FY2024 Final Enacted HB39	2024	63643	16	Department of Transportation and Public Facilities		124	25	AL	Glenn Highway Milepost 66.5 To 92 Pavement Preservation		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T14Y	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:48.277	SRWILLHOITE	6/16/2023 12:45:48.277	Anchorage Areawide	50	Anchorage Areawide (HD 9-24)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Pavement preservation of (respective roadway) including drainage and other improvements necessary to maintain the corridor in a state of good repair.	STIP Need ID: 18924		X	9000000																													
5104	FY2024 Final Enacted HB39	2024	63652	16	Department of Transportation and Public Facilities		162	25	AL	Redoubt Avenue and Smith Way Rehabilitation		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T16E	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:50.447	SRWILLHOITE	6/16/2023 12:45:50.447	Kenai Areawide	68	Kenai Areawide (HD 6 - 8)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Project will repave and improve part of Redoubt Ave, a Soldotna-owned road, continuing to where it becomes Smith Way, a state-owned road, at Sterling Highway. This is primarily an asset management project. Project will rehabilitate sidewalks and bring into Americans with Disabilities Act (ADA) compliance. This roadway provides an important bypass to the busy intersection of Kenai Spur Highway (National Highway Performance Program) and Sterling Highway (Interstate). For travelers going south from Kenai or east from Soldotna this could be an important alternative when the intersection at Sterling Highway is compromised by traffic, crashes, and emergency events.	STIP Need ID: 32723		X	582208																57792													
5104	FY2024 Final Enacted HB39	2024	63653	16	Department of Transportation and Public Facilities		195	25	AL	Trunk Road (Nelson Road) Upgrade		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T17J	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:52.283	SRWILLHOITE	6/16/2023 12:45:52.283	Mat-Su Areawide	70	Mat-Su Areawide (HD 9-24)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	The Project starts at the end of the Matanuska-Susitna Borough constructed Phase I near the east end of Fetlock Street. The project will lift the road surface, improve pedestrian facilities, remove the old sub-standard bridge, and construct a new bridge across Wasilla Creek.	STIP Need ID: 32726		X	45485																4515													
5104	FY2024 Final Enacted HB39	2024	63654	16	Department of Transportation and Public Facilities		84	25	AL	Akakeek, Ptarmigan, and DeLapp Streets		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T13E	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:46.143	SRWILLHOITE	6/16/2023 12:45:46.143	Bethel	38	Lower Kuskokwim (HD 38)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	This project will widen the roadway where practical, improve drainage, and apply dust palliative to Akakeek Street from Ridgecrest Drive to Ptarmigan Street, DeLapp from Ptarmigan Street to Akakeek Street, and Ptarmigan Street from the DeLapp Street intersection to the entrance of the Lulu Heron Congregate Home.	STIP Need ID: 32728		X	6103178																605822													
5104	FY2024 Final Enacted HB39	2024	63656	16	Department of Transportation and Public Facilities		127	25	AL	Highway Safety Improvement Program (HSIP)		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T18N	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:48.437	SRWILLHOITE	6/16/2023 12:45:48.437	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Evaluation, design, and construction of projects to address safety concerns statewide.	STIP Need ID: 19217		X	17456573																													
5104	FY2024 Final Enacted HB39	2024	63659	16	Department of Transportation and Public Facilities		94	25	AL	Anchorage Metropolitan Area Transportation Solutions (AMATS) Community Transportation Program (CTP) Allocation		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T13O	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:46.64	SRWILLHOITE	6/16/2023 12:45:46.64	Anchorage Areawide	50	Anchorage Areawide (HD 9-24)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Anchorage Metropolitan Area Transportation (AMATS) Community Transportation Program (CTP) Program Allocation. See AMATS Transportation Improvement Plans (TIP) for projects.	STIP Need ID: 6460		X	29906213																													
5104	FY2024 Final Enacted HB39	2024	63661	16	Department of Transportation and Public Facilities		156	25	AL	Pavement and Bridge Preservation - Northern Region		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T18P	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:50.123	SRWILLHOITE	6/16/2023 12:45:50.123	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Crack sealing, surface treatment drainage, signage, guardrail, illumination, and other refurbishments to prolong the life of road pavement and bridges and their safety-related structures. Project includes National Highway System lane delineators, destination & distance signing, pavement markings and signalization, abandoned vehicle program, road surfacing and transfer, road surface treatments, and improve curb ramps to meet Americans with Disabilities Act (ADA) standards (in coordination with Need ID 30397). Project also includes preservation planning and reconnaissance activities. The scope does not include landscaping or other elements inconsistent with a pavement preservation focus.	STIP Need ID: 18923		X	23902000																													
5104	FY2024 Final Enacted HB39	2024	63662	16	Department of Transportation and Public Facilities		115	25	AL	Fairbanks Area Surface Transportation (FAST) Community Transportation Program (CTP) Allocation		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T14P	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:47.79	SRWILLHOITE	6/16/2023 12:45:47.79	Fairbanks (Areawide)	60	Fairbanks Areawide (HD 31 - 35)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	This project is additional allocation for qualifying projects utilizing federal Congestion Mitigation and Air Quality Improvement (CMAQ) funding. See Fairbanks Area Surface Transportation (FAST) Planning Transportation Improvement Program (TIP) for projects.	STIP Need ID: 17662		X	7450000																739513													
5104	FY2024 Final Enacted HB39	2024	63663	16	Department of Transportation and Public Facilities		92	25	AL	Annual Planning Work Program		N	Y	9	Transportation	33	Research / Studies / Planning	N	NA	N	32610	T13M	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:46.54	SRWILLHOITE	6/16/2023 12:45:46.54	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	State Transportation Improvement Program (STIP), State Transportation Plan, data collection and analysis, and management systems are Federally required elements of this program.	STIP Need ID: 6446		X	9180100																													
5104	FY2024 Final Enacted HB39	2024	63664	16	Department of Transportation and Public Facilities		100	25	AL	Bridge and Tunnel Inventory, Inspection, Monitoring, Preservation, Rehab and Replacement Program		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T13U	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:46.97	SRWILLHOITE	6/16/2023 12:45:46.97	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Inspection of all bridges and tunnels on public roads on a two-year cycle. The magnitude of structural deficiencies found during the inspection causes the subject bridge or tunnel to be eligible for preservation, rehabilitation, or replacement with federal highway bridge program funding. Project also includes inspection of Department of Transportation and Public Facilities-owned miscellaneous or ancillary structures on or adjacent to public roads, such as high tower structures, bridges less than 20 feet long and culverts with diameters greater than 10 feet.	STIP Need ID: 6447		X	6997900																													
5104	FY2024 Final Enacted HB39	2024	63666	16	Department of Transportation and Public Facilities		202	25	AL	Whittier Tunnel: Maintenance and Operations		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T17Q	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:52.687	SRWILLHOITE	6/16/2023 12:45:52.687	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	"Maintenance and operations for federal-aid eligible portion of Whittier Tunnel and approaches.
"	STIP Need ID: 11439		X	2274250																													
5104	FY2024 Final Enacted HB39	2024	63667	16	Department of Transportation and Public Facilities		177	25	AL	Statewide Congestion and Mitigation Air Quality		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T16T	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:51.277	SRWILLHOITE	6/16/2023 12:45:51.277	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	The Department of Transportation and Public Facilities will work with the Department of Environmental Conservation and appropriate local authorities to develop sub-allocations. Provide Congestion Mitigation and Air Quality Improvement funds to address non-attainment and maintenance measures in the Air Quality Statewide Improvement Program.	STIP Need ID: 18791		X	3211200																													
5104	FY2024 Final Enacted HB39	2024	63669	16	Department of Transportation and Public Facilities		161	25	AL	Recreational Trails Program		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T16C	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:50.387	SRWILLHOITE	6/16/2023 12:45:50.387	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	This program provides funding for various small recreational trail projects statewide. The program is administered by the Alaska Department of Natural Resources.	STIP Need ID: 12259		X	2261379																224472													
5104	FY2024 Final Enacted HB39	2024	63671	16	Department of Transportation and Public Facilities		179	25	AL	Statewide Research Program		N	Y	9	Transportation	33	Research / Studies / Planning	N	NA	N	32610	T16V	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:51.387	SRWILLHOITE	6/16/2023 12:45:51.387	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Federally funded research projects are selected by the Statewide Research Board to improve the quality and efficiency of Alaska's Transportation network. Example: Improve pavement materials to reduce rutting due to studded tires. This also pays for dues to other research entities that that the State of Alaska is required to participate in.	STIP Need ID: 6451		X	2096948																													
5104	FY2024 Final Enacted HB39	2024	63672	16	Department of Transportation and Public Facilities		147	25	AL	Northern Region ADA Reconnaissance and Improvements		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T15S	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:49.58	SRWILLHOITE	6/16/2023 12:45:49.58	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	This project will design and construct improvements recommended by the Northern Region Americans with Disabilities Act (ADA) Reconnaissance Study.	STIP Need ID: 30369		X	2274250																													
5104	FY2024 Final Enacted HB39	2024	63673	16	Department of Transportation and Public Facilities		196	25	AL	Urban Planning Program		N	Y	9	Transportation	33	Research / Studies / Planning	N	NA	N	32610	T17K	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:52.337	SRWILLHOITE	6/16/2023 12:45:52.337	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Federal Highway Administration (FHWA) urban planning funds and 5303 urban transit funds for local government transportation planning and special studies including Anchorage Metropolitan Area Transportation Solutions (AMATS) and Fairbanks Area Surface Transportation (FAST) Planning. AMATS and FAST Planning Long Range Transportation Plans, Unified Planning Work Programs (UPWPs), and preparation of Transportation Improvement Programs are federally required elements of this program.	STIP Need ID: 6448		X	2750000																272975													
5104	FY2024 Final Enacted HB39	2024	63674	16	Department of Transportation and Public Facilities		194	25	AL	Transportation Asset Management Program		N	Y	9	Transportation	33	Research / Studies / Planning	N	NA	N	32610	T17I	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:52.227	SRWILLHOITE	6/16/2023 12:45:52.227	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Develop Asset Management program for the Alaska Department of Transportation and Public Facilities (DOT&PF) assets containing an inventory of specific assets, their condition, performance targets, and a plan of how to achieve these targets in a cost effective and efficient manner through a mix of investments. Advance an Asset Management Improvement Strategy that will examine the Alaska DOT&PF’s proficiency and maturity in Asset Management practices, identify strengths and weaknesses, look at methodologies and practices, and set goals and objectives for continuous improvement.	STIP Need ID: 26269		X	1819400																													
5104	FY2024 Final Enacted HB39	2024	63676	16	Department of Transportation and Public Facilities		174	25	AL	Southcoast Areawide ADA Improvements		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T16Q	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:51.11	SRWILLHOITE	6/16/2023 12:45:51.11	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	This project will provide Americans with Disabilities Act (ADA) improvements along routes in Southcoast. Initial phase includes auditing routes to determine ADA compliance and identify those issues that can be quickly resolved. Prioritization and construction of needed ADA improvements will be identified per the audit.	STIP Need ID: 28549		X	4093650																													
5104	FY2024 Final Enacted HB39	2024	63677	16	Department of Transportation and Public Facilities		103	25	AL	Central Region ADA Compliance Project		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T13X	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:47.127	SRWILLHOITE	6/16/2023 12:45:47.127	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	This project will provide Americans with Disabilities Act (ADA) improvements along state owned and operated routes in the Central Region. Initial phase includes auditing state roads to determine ADA compliance and identify those issues that can be quickly resolved. Prioritization and construction of needed ADA improvements will be identified per audit.	STIP Need ID: 30397		X	2274250																													
5104	FY2024 Final Enacted HB39	2024	63679	16	Department of Transportation and Public Facilities		107	25	AL	Committed Measures for the Fairbanks State Implementation Plan (SIP)		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T14H	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:47.34	SRWILLHOITE	6/16/2023 12:45:47.34	Fairbanks (Areawide)	60	Fairbanks Areawide (HD 31 - 35)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Funding for transportation projects and programs that are committed and contingency measures listed in the State Implementation Plan (SIP) for the Fairbanks PM2.5 Non-attainment Area, and non-SIP projects that are evaluated and scored by the Fairbanks area Congestion Mitigation and Air Quality Improvement program (CMAQ) Project Evaluation Board.	STIP Need ID: 29232		X	1960487																													
5104	FY2024 Final Enacted HB39	2024	63685	16	Department of Transportation and Public Facilities		109	25	AL	Culvert Repair or Replace Project		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T14J	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:47.453	SRWILLHOITE	6/16/2023 12:45:47.453	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Repair or replacement of culverts that are barriers to safe fish passage. This annual project will identify culverts that are partial or full barriers to fish passage and take the appropriate corrective action.	STIP Need ID: 13239		X	909700																													
5104	FY2024 Final Enacted HB39	2024	63686	16	Department of Transportation and Public Facilities		102	25	AL	Bridge Scour Monitoring and Retrofit Program		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T13W	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:47.073	SRWILLHOITE	6/16/2023 12:45:47.073	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Install monitoring and telemetry, perform activities required to meet the National Bridge Inspection Standards (NBIS) for scour, implement the Department of Transportation and Public Facilities Plan of Action for scour-critical bridges, coordinate with local agencies on NBIS compliance, and design and construct physical scour countermeasures at state bridges identified as scour critical NBIS.	STIP Need ID: 12579		X	4000000																													
5104	FY2024 Final Enacted HB39	2024	63687	16	Department of Transportation and Public Facilities		169	25	AL	Seismic Bridge Retrofit Program		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T16L	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:50.837	SRWILLHOITE	6/16/2023 12:45:50.837	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Structural evaluation, examination, and enhancements to bridges that are determined to be insufficient in earthquake zones.	STIP Need ID: 6457		X	864215																													
5104	FY2024 Final Enacted HB39	2024	63694	16	Department of Transportation and Public Facilities		203	25	AL	Winter Trail Marking		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T17R	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:52.747	SRWILLHOITE	6/16/2023 12:45:52.747	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Mark overland winter trails in Northern and Central Region with semi-permanent trail markers. Trail markers will ensure winter travelers can safely journey between communities in the area.	STIP Need ID: 31596		X	773245																													
5104	FY2024 Final Enacted HB39	2024	63696	16	Department of Transportation and Public Facilities		114	25	AL	Fairbanks Area Surface Transportation (FAST) Congestion Mitigation and Air Quality Improvement (CMAQ) Allocation		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T14O	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:47.73	SRWILLHOITE	6/16/2023 12:45:47.73	Fairbanks (Areawide)	60	Fairbanks Areawide (HD 31 - 35)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	This project is additional allocation for qualifying projects utilizing federal Congestion Mitigation and Air Quality Improvement (CMAQ) funding. See Fairbanks Area Surface Transportation (FAST) Planning Transportation Improvement Program (TIP) for projects.	STIP Need ID: 17663		X	1455520																													
5104	FY2024 Final Enacted HB39	2024	63702	16	Department of Transportation and Public Facilities		197	25	AL	US Geological Survey (USGS) Flood Frequency and Analysis		N	Y	9	Transportation	33	Research / Studies / Planning	N	NA	N	32610	T17L	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:52.393	SRWILLHOITE	6/16/2023 12:45:52.393	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Cooperative effort with the US Geological Survey (approximately 50% cost share) to collect data on water levels. This data supports design of bridges and culverts primarily but can also be used in design of road reconstruction and stormwater issues.	STIP Need ID: 6450		X	591304																													
5104	FY2024 Final Enacted HB39	2024	63704	16	Department of Transportation and Public Facilities		184	25	AL	Statewide Highway Safety Improvement Program Safety Management		N	Y	9	Transportation	33	Research / Studies / Planning	N	NA	N	32610	T18S	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:51.667	SRWILLHOITE	6/16/2023 12:45:51.667	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	"Highway Safety Improvement Program (HSIP) Safety Management, studies, responses, and policy making on safety-related issues. 
"	STIP Need ID: 6449		X	477000																													
5104	FY2024 Final Enacted HB39	2024	63705	16	Department of Transportation and Public Facilities		101	25	AL	Bridge Management System		N	Y	9	Transportation	33	Research / Studies / Planning	N	NA	N	32610	T13V	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:47.02	SRWILLHOITE	6/16/2023 12:45:47.02	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Development and continued maintenance of a management system for addressing bridge deficiencies on public roads, which includes periodic updates to various bridge management reports.	STIP Need ID: 6454		X	454850																													
5104	FY2024 Final Enacted HB39	2024	63711	16	Department of Transportation and Public Facilities		182	25	AL	Statewide Transportation Alternatives Program (TAP)		N	Y	9	Transportation	6	Construction	N	NA	N	32610	T16Y	NA  	NA	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:51.557	SRWILLHOITE	6/16/2023 12:45:51.557	Statewide	99	Statewide (HD 1 - 40)	CAP 	James Marks	9074656971	Dom Pannone	9074652956	0	Fixing America’s Surface Transportation Act eliminates the Moving Ahead for Progress (MAP)-21 Transportation Alternatives Program (TAP) and replaces it with a set-aside of Surface Transportation Block Grant program funding for transportation alternatives (TA). These set-aside funds include all projects and activities that were previously eligible under TAP, encompassing a variety of smaller-scale projects such as pedestrian and bicycle facilities, recreational trails, safe routes to school projects, community improvements such as historic preservation and vegetation management, and environmental mitigation related to stormwater and habitat connectivity. All TA projects to be funded through a competitive process.	STIP Need ID: 30689		X	454850																													
