FUND_CODE	SHORT_NAME	LONG_NAME	AKSAS_ACCT_NUM	CLASS	MH_FLAG	COMMENTS	AKSAS_ACCT_ALT	ACTIVE	STAT_REF	AKSAS_FUNDS	CREATE_BY	CREATE_TIME	CHANGE_BY	CHANGE_TIME	RETAINS_INTEREST
1138	Hlth I/A	Inactive-Health Inter-Agency Receipts	0    	O	N	"To match Leg Finance code added for recasting by Joan Brown 11/10/99
Leg Finance and OMB agreed not to use during 2000 session."	0    	N				7/9/2006 20:06:59.242001			N
1141	RCA Rcpts	RCA Receipts	51066	D	N	To reflect the statutory change in SB 133, CH 25, SLA 1999	51066	Y				7/9/2006 20:06:59.242001			N
1142	RHIF/MM   	Retiree Health Ins Fund/Major Medical	51428	O	N	Added per Dept of Revenue's request of 11/4/99 on 11/10/99 by Joan Brown.  Renamed to Defined Benefits Major Medical 06-2009.	68515	Y		11156                         		7/9/2006 20:06:59.242001	BALARSON	6/21/2013 11:47:20.438	N
1143	RHIF/LTC	Retiree Health Ins Fund/Long-Term Care Fund	51429	O	N	Added per Dept of Revenue's 11/4/99 request on 11/10/99 by Joan Brown.  Renamed Defined Benefits Long Term Care 06/2009.	68515	Y		11158                         		7/9/2006 20:06:59.242001	BALARSON	6/21/2013 11:47:53.032	N
1144	CWF Bond	Clean Water Fund Bond Receipts	51430	O	N	Added 11/22/99 by Joan Brown to reflect change in DEC's ability to match federal funds for fund capitalization with proceeds from bonds from the clean water fund.  	51430	Y	37.15.565	21661                         		7/9/2006 20:06:59.242001	BALARSON	6/21/2013 11:49:02.375	N
1145	AIPP Fund	Art in Public Places Fund	51427	O	N	"Change per DLF 2/26/16. KM 
DLF changed back to Other/duplicated in July 2016. KM"	68515	Y	AS 44.27.060	11124                         		7/9/2006 20:06:59.242001	KEMAUSETH	11/7/2016 15:37:35.354	N
1023	FICA Acct	FICA Administration Fund Account	51040	O	N		68515	Y	39.30.050	11110                         		7/9/2006 20:06:59.242001	BALARSON	6/19/2013 09:44:12.334	N
1109	Test Fish	Test Fisheries Receipts	51064	D	N	"Transferred from Leg. Fin. 5/28/97
AKSAS fund 11100"	51064	Y	37.05.146(c)21			7/9/2006 20:06:59.242001	BALARSON	6/21/2013 11:28:25.75	N
-2	UnknwnOthr	Unknown Other	0    	O	N		0    	N				7/9/2006 20:06:59.242001	BALARSON	6/19/2013 09:26:26.819	N
1150	ASLC Div	ASLC Dividend	55520	U	N	Deactivated 3/7/17. The ASLC dividend will be spent as 1004 UGF. Added to match Leg Finance on 3-14-00.;6/19/00 updated by OMB per DOA/finance. jm Change per ACPE request to ASLC on 11-21-02 jb	55520	N				7/9/2006 20:06:59.242001	KEMAUSETH	3/7/2017 16:15:08.642	N
1184	GOB DSFund	General Obligation Bond Debt Service Fund	51476	D	N	6/27/13 - DLF is now classifying this as DGF. Added 4-16-03 to account for the GO bond premium that will be used to pay debt on the bonds. 	51476	Y		14110/14112                   		7/9/2006 20:06:59.242001	CKOSULLIVAN	2/13/2014 14:28:36.918	N
1186	ASLC Bonds	Alaska Student Loan Corporation Bond Proceeds	51510	O	N	added 11-24-03	51510	Y				7/9/2006 20:06:59.242001			N
2000	Bond Funds	Bond Proceeds	51000	O	N	added 12-7-04	61405	Y				7/9/2006 20:06:59.242001			N
2001	Bonds MH	Bond Proceeds Mental Health	51000	O	N	Added to track the use of bond proceeds in the mental health bill in FY06.	61405	Y				7/9/2006 20:06:59.242001	NASTEININGER	2/3/2019 09:18:12.977	N
1218	146(c)code	146(c)code	51073	D	N	Added just for FY11 Auto AB process.	51073	N			WBELKNAP	5/17/2010 15:07:14.212	CKOSULLIVAN	11/29/2011 09:15:06.77	N
1146	Fee Supp 	Inactive-Fee Supported Increase	0    	D	N	Added 12/1/99 by Joan Brown for use in FY2001 budget presentation to highlight increments fully supported by increased fees or increments in programs with statutory requirements to be fully fee-supported. Ultimately not used in final approved budget.	0    	N				7/9/2006 20:06:59.242001	CKOSULLIVAN	11/29/2011 10:37:51.207	N
1147	PublicBldg	Public Building Fund	51432	O	N	Established 12/1/99 by Joan Brown for implementation of the FY2001 facilities rent structure. 	68515	Y	37.05.570	11165                         		7/9/2006 20:06:59.242001	TNARVAEZ1	9/16/2013 10:34:08.482	N
1053	Invst Loss	Investment Loss Trust Fund	51393	U	N	When bill is run, if the only use of this fund source is in Revenue, then it is a non-gf fund source-then switch back to GF.  If used for COLA, then it needs to be kept as a GF fund code.   AKSA Fund # 33060	51393	Y	37.14.300	33060                         		7/9/2006 20:06:59.242001	BALARSON	6/19/2013 15:37:39.472	N
1139	AHFC Div	AHFC Dividend	51407	U	N	To match Leg Finance code added for recasting by Joan Brown 11/10/99.  4-10-00 Recast grp changed from general purpose to other(recast) to match leg finance.	51407	Y				7/9/2006 20:06:59.242001			N
1156	Rcpt Svcs	Receipt Supported Services	51073	D	N	HB 418, Ch 101 SLA 2000 and HB 262, Ch 96 SLA 2002	51073	Y				7/9/2006 20:06:59.242001			N
1152	AFSC Rcpts	AK Fire Standards Council Receipts	51077	O	N		51077	Y	AS 21.96.075 and AS 37.05.146(b)			7/9/2006 20:06:59.242001	BALARSON	6/21/2013 11:59:18.11	N
1153	State Land	State Land Disposal Income Fund	51434	D	N		68515	Y	AS 38.04.022(a) and AS 37.05.146(b)	11164                         		7/9/2006 20:06:59.242001	BALARSON	6/21/2013 15:49:10.066	N
1157	Wrkrs Safe	Workers Safety and Compensation Administration Account	51078	D	N	"HB378, SLA 00, Chap 89.
AKSAS Alternate code changed to 68515 6/15/01 as requested by Lisa Pusich in the Division of Finance."	68515	Y	23.05.067/37.05.146(b)	11173                         		7/9/2006 20:06:59.242001	AMBRYAN	9/12/2016 17:01:54.579	N
1158	Emp Pay	Inactive Don't Use Employee Pay	0    	O	N	Added during 2000 session to match Leg Finance. Ultimately not used.	0    	N				7/9/2006 20:06:59.242001			N
1154	Shore Fish	Shore Fisheries Development Lease Program	51074	D	N		51074	Y	AS 38.05.082 and AS 37.05.146(b)			7/9/2006 20:06:59.242001			N
1159	DWF Bond	Drinking Water Fund Bond Receipts	51431	O	N	HB304.  	51431	Y	37.15.565	21662                         		7/9/2006 20:06:59.242001	BALARSON	6/21/2013 15:51:49.378	N
1136	SBS IA	Inactive-SBS Inter Agency Receipts	0    	O	N	"To match Leg Finance code added for recasting by Joan Brown 11/10/99
Leg Finance & OMB agreed not to use during 2000 session."	0    	N				7/9/2006 20:06:59.242001			N
1028	Pre90 PRGM	Pre-FY90 Program Receipts	0    	D	N	per DOA/finance, flag as inactive. Use zero only. 6/19/00 jm	0    	N				7/9/2006 20:06:59.242001	CKOSULLIVAN	11/29/2011 10:11:56.285	N
1106	ASLC Rcpts	Alaska Student Loan Corporation Receipts	55520	O	N	Transferred from Leg. Fin. 5/28/97; update by OMB, edit to AKSAS #s. 6/19/00 jm; edited the alt. code back to 68515 from 55520. 6/20/00 jm. Changed name from AK Post-Secondary Educ Commission Receipts to ASLC Receipts to match DLF. 2-24-15 cko. 	68515	Y				7/9/2006 20:06:59.242001	CKOSULLIVAN	2/24/2015 15:21:07.988	N
1025	Sci/Tech	Science & Technology Endowment Income	51375	D	N	AKSA Fund # 34060 Inactivated in FY05	51375	N				7/9/2006 20:06:59.242001	CKOSULLIVAN	11/29/2011 10:02:42.879	N
1205	Ocn Rngr	Berth Fees for the Ocean Ranger Program	51492	O	N	Deposited into Fund 11174 by DEC	68515	Y	AS 46.03.480(d)	11174                         	SHILDEBRAND	3/19/2008 14:16:21.437	KEMAUSETH	10/2/2017 12:19:14.907	N
1124	Res Receip	Resource Assessment Receipts - FY88	0    	D	N	"Leg. Finance use only
Entered by JM 1/7/99; 6/19/00 per DOA/finance, flag as zero AKSAS #s. jm"	0    	N				7/9/2006 20:06:59.242001	CKOSULLIVAN	11/29/2011 10:31:31.332	N
1197	AK Cap Inc	Alaska Capital Income Fund	51490	D	N	"LFD classifies this as Other, not DGF 1/2017. 5/9/17 LFD changes this to UGF (no designation), if bill passes to use ACIF to fund deferred maintenance, then it will be changed to DGF. KM added 5-3-05
This fund is subject to the CBR sweep. 
Changed to DGF to match LF 11-28-11. cko."	68515	Y	AS 37.05.565	11185                         		7/9/2006 20:06:59.242001	NASTEININGER	11/29/2018 15:08:51.199	N
1203	WCBG Fund	Workers' Compensation Benefits Guaranty Fund	51491	D	N		68515	Y	23.30.082	11186                         		7/9/2006 20:06:59.242001	BALARSON	6/21/2013 16:18:44.987	N
1127	User Fees	User Fees - FY88	0    	D	N	"Leg. Finance use only
Entered by JM 1/7/99; 6/19/00 per DOA/finance, flag as zero AKSAS #s. jm"	0    	N				7/9/2006 20:06:59.242001	CKOSULLIVAN	11/29/2011 10:31:57.582	N
1128	Child Sup	Child Support Enforcement - FY88	0    	D	N	"Leg. Finance use only
Entered by JM 1/7/99; 6/19/00 per DOA/finance, flag as zero AKSAS #s. jm"	0    	N				7/9/2006 20:06:59.242001	CKOSULLIVAN	11/29/2011 10:32:19.567	N
1999	No ID Fund	Other Fund Source	68515	O	N		61405	Y				7/9/2006 20:06:59.242001			N
1131	RR Fund	Alaska Railroad Revenue Fund - FY85, FY86, FY87	0    	D	N	"Leg. Finance use only
Entered by JM 1/7/99; 6/19/00 per DOA/finance, flag as zero AKSAS #s. jm"	0    	N				7/9/2006 20:06:59.242001	CKOSULLIVAN	11/29/2011 10:33:36.379	N
1006	GF/MHTIA	General Fund/Mental Health Trust	0    	O	Y	inactive fund code, use 1037, update by OMB. 6/20/00 jm	0    	N				7/9/2006 20:06:59.242001			N
1151	VoTech Ed	Technical Vocational Education Program Account	51433	D	N	Updated per Leg. Finance and DOA/Finance, use 'account' instead of 'receipts' for title. 6/23/00 jm.	68515	Y	23.15.830	11166                         		7/9/2006 20:06:59.242001	TNARVAEZ1	7/3/2013 15:39:29.701	N
1160	M/C Protec	Marine/Coastal Protection-Inactive	0    	F	N	Added by Joan Brown 9-5-00 to match Leg Finance.  This historical fund source was first used in 1976 and repealed in 1980, per Leg Finance.	0    	N				7/9/2006 20:06:59.242001	CKOSULLIVAN	11/29/2011 10:40:06.379	N
1162	AOGCC Rcpt	Alaska Oil & Gas Conservation Commission Rcpts	51079	D	N	Added 8-1-00 by Joan Brown per AS 37.05.146(b)(4)(w), sec. 3,  ch. 34, SLA 1999.	51079	Y				7/9/2006 20:06:59.242001			N
1161	RRD Fund	Renewable Resources Development Fund-Inactive	0    	D	N	Added by Joan Brown 9-5-00 to match Leg Finance's addition of historical fund source codes.  Per Leg Finance, this was used initially in 1974 and repealed in 1984.	0    	N				7/9/2006 20:06:59.242001	CKOSULLIVAN	11/29/2011 10:40:26.129	N
1051	RuralEcDev	Rural Economic Development Initiative Fund	51387	D	N	Name chg from Rural Dev Initiative Fund due to SB 248, Ch 117, SLA2000. Inactivated in 01 after AIDEA Board on 2-8-01 met & authorized capitalization of new fund (new Rural Dev Initiative Fund - F#1164)& purchase of REDIF assets.  AKSAS Fund # 21644.	68515	N				7/9/2006 20:06:59.242001	CKOSULLIVAN	11/29/2011 10:16:37.645	N
1222	REAA Fund	Regional Educational Attendance Area School Fund	51530	O	N	LFD has classified as Other, not DGF 1/2017. KM	68515	Y	14.11.030	11190                         		11/28/2011 10:29:36.257	KEMAUSETH	1/26/2017 14:18:16.033	N
1033	Surpl Prop	Surplus Property Revolving Fund	51085	F	N		68515	Y	37.05.500/44.68.110-130	11112                         		7/9/2006 20:06:59.242001	BALARSON	6/19/2013 09:50:51.022	N
1164	RDIF	Rural Development Initiative Fund	51435	D	N	Created by passage of SB 248, Ch 117, SLA 2000.  Supercedes former RDIF which was renamed Rural Economic Dev Loan Fund by same bill (fund source 1051). 	51435	Y	44.88.600	21663                         		7/9/2006 20:06:59.242001	BALARSON	6/21/2013 15:53:38.878	N
1165	CBR/MH	CBR/Mental Health	51005	O	Y	LFD has classified as Other, not UGF 1/2017. KM Added to match Leg Finance 5-1-01 (used by Senate Finance)	61405	N				7/9/2006 20:06:59.242001	KEMAUSETH	1/26/2017 14:15:41.729	N
1167	NTSC Bond	Northern Tobacco Securitization Corporation Bonds	51437	O	N	Added 5-1-01 re passage of HB 234, Tobacco Bond bill, SLA 2001. AKSAS Fund 11176 per DOF 5/2012	51437	Y		11176                         		7/9/2006 20:06:59.242001	KEELLIOTT	5/31/2012 14:09:51.626	N
1148	AATP Fund 	Accelerated Alaska Transportation Projects Fund	51487	O	N	Added 1/21/2000 as a fund source for Gov's legislation relating to issuance of state guaranteed transportation revenue anticipation bonds. Ultimately not used then. HB525 Ch 114 SLA 2002 passed and was approved by voters Nov 2002.  AKSAS Fund # 13110	51487	Y		13110                         		7/9/2006 20:06:59.242001	BALARSON	6/21/2013 11:51:59.86	N
1043	Impact Aid	Impact Aid for K-12 Schools	51130	F	N	Modified 7-30-01 to match Leg Finance.  Title changed from P/L 81-874 to Impact Aid.  Federal program was reauthorized.	51130	Y				7/9/2006 20:06:59.242001			N
1193	MaintGrant	Major Maintenance Grant Fund	51361	D	N	AS 14.11.007  (created in SLA 1993, but not used again until 2004)	51361	N		11144                         		7/9/2006 20:06:59.242001	CKOSULLIVAN	11/29/2011 10:45:34.285	N
1093	Clean Air	Clean Air Protection Fund	51207	O	N	OMB created.	68515	Y	46.14.260	12133                         		7/9/2006 20:06:59.242001	BALARSON	6/20/2013 15:49:27.927	N
1194	F&G Nonded	Fish and Game Nondedicated Receipts	68540	D	N	No longer being used - see 1024. cko 5-13-14. Acct 68540 is also inactive. 51045 is used for fund code 1024.	51045	N	16.05.100	12124/12147                   		7/9/2006 20:06:59.242001	CKOSULLIVAN	5/13/2014 11:18:50.818	N
1170	SmBusEDRLF	Small Business Economic Development Revolving Loan Fund	51467	D	N	Added per request of DCED on Nov 15, 2001 for use in the FY03 budget.  	51467	Y	44.88.400	21620 (rollup)                		7/9/2006 20:06:59.242001	BALARSON	6/21/2013 15:57:58.784	N
1179	PFC 	Passenger Facility Charges	51474	O	N	5-11-02  Per S CSHB 262(RLS).  Changed alternate acct 6/11/02 at DoF request. 	68515	Y	AS 37.05.146(b)(4)(BBB)/37.15.430	21603/21604                   		7/9/2006 20:06:59.242001	BALARSON	6/21/2013 16:03:20.253	N
1126	Cont Reimb	Contract Services Reimbursement - FY88	0    	O	N	"Leg. Finance use only
Entered by JM 1/7/99; 6/19/00 per DOA/finance, flag as zero AKSAS #s. jm  Was fund code 1019 in FY88."	0    	N				7/9/2006 20:06:59.242001			N
1185	ElectionFd	Election Fund (HAVA)	51482	O	N	Added per the federal Help America Vote Act of 2002(H.R. 3295), otherwise known as HAVA. Duplicated fund source.	68515	Y		11179                         		7/9/2006 20:06:59.242001	CKOSULLIVAN	12/6/2013 12:33:26.652	N
1022	Corp Rcpts	State Corporation Receipts	51320	O	N	This fund code was used pre-FY98 for state corporation appropriations.  This code was broken into separate fund codes for each state corporation in FY99 and is no longer used.	68515	N				7/9/2006 20:06:59.242001			N
1077	Gifts/Grnt	Gifts/Grants/Bequests	51381	O	N	This fund code was eliminated in SLA 1997 with the enactment of the statutory designated program receipts fund code 1108.	51381	N				7/9/2006 20:06:59.242001			N
1149	TAPL Fund	Trans-Alaska Pipeline Liability Fund	0    	F	N	Added 2/15/00 by Joan Brown. 11163 = TAPS AK Rebate Fund. KM	0    	N		11163                         		7/9/2006 20:06:59.242001	KEMAUSETH	9/6/2012 14:35:51.259	N
1163	COPs	Certificates of Participation	51291	O	N	re passage of HB 76 and sec 26, SB 29 (capital budget bill), SLA 2001. Updated 4-8-03 to match Leg Finance: deleted "Lease Purchase" from Certificates of Participation Lease Purchase. Changed short name from LeaseBonds to COPs.	51291	Y				7/9/2006 20:06:59.242001			N
1032	Fish Fund	Fishermen's Fund	51080	D	N	Updated 4-8-02 to match enabling statute AS 23.35.060. Former short and long names were Dis Fisher and Disabled Fishermans Reserve Account.  AKSAS fund # 11119	68515	Y	AS 23.35.060	11119                         		7/9/2006 20:06:59.242001	TNARVAEZ1	9/25/2012 13:55:33.993	N
1177	ITB Endow	International Trade and Business Endowment	51468	O	N	added 4-26-02 to match Leg Finance's use in HB 403 for FY2003 operating budget. Endowment created by Ch 55, SLA 1997.  AKSAS Fund # 34060.  Finance will inactivate fund in FY05.	51468	N				7/9/2006 20:06:59.242001	CKOSULLIVAN	2/13/2014 14:29:23.965	N
1181	Vets Endow	Alaska Veterans' Memorial Endowment Fund	68515	O	N		51486	Y	AS 37.14.700	36010                         		7/9/2006 20:06:59.242001	CKOSULLIVAN	8/8/2013 14:21:11.336	N
1196	Master LOC	Master Lease Line of Credit	51292	O	N	Added as Alaska Senior Care Fund 1-7-05 in order for HSS to write fiscal note for successor to 1189 Senior Care Fund.  That one was later changed to 1198 and this one to Master Lease Line of Credit to sync up with Leg. Fin.	51292	Y				7/9/2006 20:06:59.242001	AMBRYAN	2/24/2015 10:21:03.371	N
1182	Ed Cn/Mnt	Educational and Museum Facility Design/Const/MajorMaint Fund	51485	O	N	Proceeds of General Obligation Bonds authorized by HB 2002 (SLA 2002)--received voter approval in November 2002. 	51485	Y		13112                         		7/9/2006 20:06:59.242001	BWFECHTER	12/20/2019 11:10:52.251	N
1183	Trans Proj	Transportation Project Fund	51483	O	N	Proceeds of General Obligation Bonds authorized in HB 525 (SLA 2002)--received voter approval in November 2002. 	51483	Y		13111                         		7/9/2006 20:06:59.242001	BALARSON	6/21/2013 16:07:53.237	N
1029	P/E Retire	Public Employees Retirement System Fund	51065	O	N		68515	Y	39.35.010	35010                         		7/9/2006 20:06:59.242001	BALARSON	6/19/2013 09:46:42.491	N
1166	Vessel Com	Commercial Passenger Vessel Environmental Compliance Fund	51436	O	N	"Added to match Leg Finance re HB 260 Cruise Ship bill, subject of June 2001 special session.  
Short Title modified 6/11 to match Leg Fin
Changed alternate acct to 68515 6/11/02"	68515	Y	AS 46.03.482(b)(1) and (2), and (d)	11174                         		7/9/2006 20:06:59.242001	KEMAUSETH	10/2/2017 12:19:41.096	N
1169	PCE Endow	PCE Endowment Fund	51465	D	N	"Per passage of HB 446 in SLA 2000. 

modified alternate to 68515 due to DoF request 6/11/02"	68515	Y	42.45.070(c)	33065                         		7/9/2006 20:06:59.242001	BALARSON	6/21/2013 15:56:33.753	N
1173	Misc Earn	Miscellaneous Earnings	51475	U	N	Added 3-7-02 as a multi-purpose fund source.  Used in FY03 for 1) earnings on cash held by AHFC as a result of the sale of the tobacco settlement stream to NTSC and 2) Muni Bond Bank misc earnings.  	51475	Y				7/9/2006 20:06:59.242001			N
1225	CQuota RLF	Community Quota Entity Revolving Loan Fund	51506	D	N	SLA HB121 sec. 9 amends sec. 16.10 - AKSAS 51506	68515	Y	16.10.345	21633                         	KEELLIOTT	5/4/2012 08:49:30.433	KEELLIOTT	5/8/2012 14:26:24.913	N
1178	tracking	tracking code	0    	U	N	This code is used as a temporary tracking code for potential new fund codes.  It should never appear in a final bill because all new fund codes should be established before a bill is run.  Added to match Leg Finance. Changed to UGF to ensure that potential UGF spending is not understated. 1/2015.	61405	Y				7/9/2006 20:06:59.242001	KEMAUSETH	1/13/2015 14:34:35.299	N
1112	IntAptCons	International Airports Construction Fund	51220	O	N	updated 6/17/98 by OMB, JM. rec'd from DOA, the AKSAS #. Updated again 8-13-03 by JoanB per Cristine Sullivan in Finance.  	68515	Y	AS 37.15.420	13409 (rollup)                		7/9/2006 20:06:59.242001	BALARSON	6/21/2013 11:34:03.297	N
1188	Fed Unrstr	Federal Unrestricted Receipts	51010	F	N	Added to track the $50 million in unrestricted federal tax relief funds appropriated in FY04/05.  	51010	Y				7/9/2006 20:06:59.242001			N
1187	Fed MH	Federal Mental Health	51010	F	Y	Added to match Leg Fin on 1-20-04	51010	N				7/9/2006 20:06:59.242001	CKOSULLIVAN	11/29/2011 10:45:02.942	N
1190	Adak Ops	Adak Airport Operations 	51484	F	N	Established for new 5-yr DOT and Fed contract for ops and maint of Adak airport. Contract with Dept of Navy requires these funds & interest earnings be segregated from other state funds & only used for ops & maint of Adak airport. AKSAS Fund # 11181.	51484	Y		11181                         		7/9/2006 20:06:59.242001	JBROWN	11/10/2008 11:45:07.218	N
1191	DEED CIP	DEED CIP Fund Equity Account	68521	D	N	added 4-19-04 to match Leg Finance	51005	N				7/9/2006 20:06:59.242001	BALARSON	5/22/2014 10:46:12.719	N
1041	PF Earn Rs	Permanent Fund Earnings Reserve Account	51373	U	N	Reclassified from DGF to UGF per LFD 1/2017. AKSAS Fund # 34030 used for CAFR reporting only. Reclassified from UGF to DGF Teal 10-25-11 email. 	51373	Y	37.13.145			7/9/2006 20:06:59.242001	KEMAUSETH	1/26/2017 14:13:01.002	N
1054	Empl Trng	State Employment & Training Program	51394	D	N	"AS 23.15.625 provides for an account in the general fund.

AKSAS Fund # 11134"	68515	Y	AS 23.15.625	11134                         		7/9/2006 20:06:59.242001	TNARVAEZ1	9/25/2012 14:01:55.031	N
1198	F&GRevBond	Alaska Fish and Game Revenue Bond Redemption Fund	51477	O	N	Set up  in 2005 per SB 147 (ch 94 SLA 2005) sportfish hatchery bond legislation that passed.	68515	Y	AS 37.15.770	14122                         		7/9/2006 20:06:59.242001			N
1062	Power Proj	Power Project Loan Fund	51350	D	N	Transferred to AEA 7/99. AKSAS Fund # 21645. Finance inactivated fund 7/99.	51350	Y	AS 42.45.010			7/9/2006 20:06:59.242001	JBROWN	6/14/2007 11:51:49.062	N
1065	Rural Elec	Rural Electrification Revolving Loan Fund	51355	D	N	AKSAS Fund # 21624. Finance inactivated fund 6/95.	68515	Y				7/9/2006 20:06:59.242001			N
1056	Elect Svc	Electrical Service Extension Fund	51396	D	N	AKSAS Fund #21940.  Finance inactivated fund 6/95.  Still in  budgets since then as of FY05.	68515	N				7/9/2006 20:06:59.242001	CKOSULLIVAN	11/29/2011 10:17:18.364	N
1075	Clean Wtr	Alaska Clean Water Loan Fund	51205	O	N		68515	Y	46.03.032	21640                         		7/9/2006 20:06:59.242001	BALARSON	6/19/2013 15:52:01.581	N
1079	Storg Tank	Underground Storage Tank Revolving Loan Fund	51383	D	N	AKSAS Fund # 11136	68515	Y	AS 46.03.410			7/9/2006 20:06:59.242001			N
1083	Educ Facil	Education Facilities Maint & Construction	51398	D	N	Used in OMB front section (Sec 24, Chap.79). 	68515	N	37.16.010	11142                         		7/9/2006 20:06:59.242001	BALARSON	6/19/2013 15:57:53.3	N
1085	Rail InTie	Railbelt Intertie Reserve Fund	51400	D	N	AKSAS Fund # 11127. Finance inactivated fund 3/00.	68515	N				7/9/2006 20:06:59.242001	CKOSULLIVAN	11/29/2011 10:20:36.973	N
1087	Muni Match	Municipal Matching Grant Fund	68515	D	N	Default and Alternate reversed on 7-2-01 by Joan Brown per DCED and Finance request.	51402	Y	37.06.010	11146                         		7/9/2006 20:06:59.242001	BWFECHTER	11/10/2017 11:29:11.461	N
1101	AERO Rcpts	Alaska Aerospace Development Corporation Receipts	51416	O	N	Transferred from Leg. Fin. 5/28/97.  	51416	Y	14.40.841	21650                         		7/9/2006 20:06:59.242001	BALARSON	6/20/2013 15:55:05.208	N
1212	Fed ARRA	Federal Stimulus: ARRA 2009	51118	F	N	Added in order to track the federal funds received via the American Recovery and Reinvestment Act of 2009 signed by President Obama February 17, 2009.	51118	Y			JBROWN	10/31/2008 12:01:27.319	SHILDEBRAND	8/6/2009 15:21:19.709	N
1052	Oil/Haz Fd	Oil/Hazardous Prevention/Response Fund	51370	D	N	"Prevention - 11122; Response - 11129; Prevention/Response Fund - 11128
IRIS - Response is fund 3208 and Prevention is fund 1052
"	68515	Y	46.08.010	11122                         		7/9/2006 20:06:59.242001	CKOSULLIVAN	9/12/2016 16:45:50.758	N
1117	VocRandSh	Randolph Sheppard Small Business Fund	51122	O	N	added 12/1/98; updated short name to match Leg. Finance record-entered 1/7/99  AKSAS funds # 11116  & 11118. Net proceeds from vending facilities on public property. May be appropriated to dept to aid licensees in operating vend machine facilities. 9/2014 - this fund code is for Randolf-Sheppard receipts only; categorized as other dedicated receipts from vendors. Revenue from facilities on state property will be appropriated using code 1237. KM per LFD	68515	Y	AS 23.15.130	11118                         		7/9/2006 20:06:59.242001	KEMAUSETH	12/8/2014 15:40:41.281	N
1168	Tob Ed/Ces	Tobacco Use Education and Cessation Fund	51438	D	N	"Added 5/22/01 per passage of HB 234, Tobacco Bond bill, SLA 2001.

changed alternate to 68515 due to DoF request 6/11/02"	68515	Y	AS 37.05.580	11175                         		7/9/2006 20:06:59.242001	KEMAUSETH	9/6/2012 15:11:32.564	N
1172	Bldg Safe	Building Safety Account	51480	D	N	Added 3-7-02 for HB262 to account for building inspection fees collected by DLWD under AS 18.60.180-.395 and elevator inspection fees collected under AS 18.60.800-.820.  Also see AS 44.31.025.	68515	Y	18.60.360(c)	11177                         		7/9/2006 20:06:59.242001	BALARSON	6/21/2013 16:00:36.144	N
1176	Sci/T End	Science and Technology Endowment Fund	51468	D	N	Added 4-17-02 to match draft Leg Finance info.  AKSAS Fund # 34060.  Finance will inactivate fund in FY05. 	51468	N				7/9/2006 20:06:59.242001	CKOSULLIVAN	11/29/2011 10:42:37.957	N
1011	Educ Trust	Alaska Advance College Tuition Payment Fund	51376	O	N	Previous Yr-long name Alaska Education Trust Fund.  AKSAS Fund # 33050. Finance inactivated fund 3/03.	51376	N				7/9/2006 20:06:59.242001			N
1018	EVOSS	Exxon Valdez Oil Spill Settlement	51392	O	N		68530	Y		33070                         		7/9/2006 20:06:59.242001	WCBELKNAP	6/16/2017 11:52:51.358	N
1020	Grain Fund	Grain Reserve Loan Fund	51345	D	N	AKSAS Fund # 21636.  Finance inactivated fund in the 1990s.	68515	N				7/9/2006 20:06:59.242001	CKOSULLIVAN	11/29/2011 10:02:23.817	N
1133	CSSD Reimb	CSSD Administrative Cost Reimbursement	51115	F	N	"Added 3-25-99 to match Leg Fin: Indirect Cost Reimbursement.  First used in FY99 supplemental (Ch 2 SLA 99 Sec 16(a)) for CSED. Name change 1-22-04 to match Leg Fin: CSED Admin Cost Reimbursement.12-6-04 changed to CSSD to match division name change.
"	51115	Y				7/9/2006 20:06:59.242001			N
1175	BLic&Corp	Business License and Corporation Filing Fees and Taxes	51173	D	N	"Added 4-9-02 to match Leg Finance. AS 37.05.144.
Amened 2-24-05 to match Leg Finance."	51173	Y				7/9/2006 20:06:59.242001			N
1199	SFEntAcct	Alaska Sport Fishing Enterprise Account	51214	O	N	Established per ch 94, SLA 2005 (SB 147)	68515	Y	AS 16.05.130	12144                         		7/9/2006 20:06:59.242001	JBROWN	6/14/2007 11:54:28.64	N
1219	Emrng Tech	Emerging Energy Technology Fund	68515	O	N		68515	N	42.45.375	11210                         	SHILDEBRAND	2/10/2011 16:03:31.169	JRSTERN1	10/24/2018 15:29:19.449	N
1116	DisRlFd	Disaster Relief Fund	51423	O	N	added 12/1/98 to match leg finance; SLA98 Ch 139, Sec 117, Pg 33 Ln 14.	68515	Y	AS 26.23.300	12120                         		7/9/2006 20:06:59.242001	KEMAUSETH	9/6/2012 15:09:42.655	N
1140	AIDEA Div	AIDEA Dividend	51406	U	N	To match Leg Finance code added for recasting by Joan Brown 11/10/99.   4-10-00 Recast grp changed from general purpose to other(recast) to match leg finance. Unused annual dividend funds revert to UGF and may not be used the consecutive year as 1140.	51406	Y				7/9/2006 20:06:59.242001	TNARVAEZ1	10/22/2012 12:53:09.492	N
1066	Pub School	Public School Trust Fund	51225	O	N	This is the Public School Trust Fund used in K-12 Foundation Program.  It is the income from the trust that is used exculusively for public school support.  Trust principal from 7/11/78 balance of public school permanent fund and one-half of one percent of the receipts derived from management of state lands.  PSTF administered by DOR and DNR. Changed from DGF to Other. 10/15/2016 KM	68515	Y	37.14.110(a)140	34012                         		7/9/2006 20:06:59.242001	WCBELKNAP	6/4/2019 15:25:50.027	N
